Site,SubSite,CaptureDate,Species,IndividualID,Sex,MassG,SVLmm,BdSample,SwabLost,SwabID,BdResult,TargetCopies/swab,HgSampleID,Notes,potential_injury_effect,flagged,reason,dead
LostHorse,1,4/21/21,RALU,900111880425524,M,18.8,61,Y,0,2100400274,pos,1541.74023553799,20ARMI0498,Give RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425580,M,12.5,55,Y,0,2100400275,pos,20.7229497317591,20ARMI0438,Give RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425816,F,34.2,71,Y,0,2100400276,pos,758.975642856195,,Has LR2,0,0,,
LostHorse,1,4/29/21,RALU,900111880425837,F,28.7,70,Y,0,2100400277,pos,5084.07393479336,,Has LR2,0,0,,
LostHorse,1,4/29/21,RALU,900111880425758,M,13.7,54,Y,0,2100400278,pos,606.956685703168,,Has LR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425282,F,33.9,80,Y,0,2100400279,pos,1529.18440382273,,"Give RR2, clipped",0,0,,
LostHorse,1,4/22/21,RALU,900111880425582,M,20,69,Y,0,2100400280,pos,789.573711664053,20ARMI0492,Give RR2. Too windy for scale.,0,0,,
LostHorse,1,4/22/21,RALU,900111880425633,M,,60,Y,0,2100400281,pos,758.975642856195,20ARMI0433,Give RR2. Too windy for scale.,0,0,,
LostHorse,1,4/22/21,RALU,900111880426316,M,,63,Y,0,2100400282,neg,0,20ARMI0418,Give RR2. Too windy for scale.,0,0,,
LostHorse,1,4/21/21,RALU,900111880425511,M,11,54,Y,0,2100400283,pos,6400.90604030529,20ARMI0486,Give RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425540,M,12.7,55,Y,0,2100400284,pos,9846.43542980009,20ARMI0409,Give RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425857,M,14,56,Y,0,2100400285,neg,0,,"Has RR2, clipped",0,0,,
LostHorse,1,4/21/21,RALU,900111880425572,M,12.2,56,Y,0,2100400287,pos,162.368982088373,20ARMI1782,Give RR2,0,0,,
LostHorse,1,4/29/21,RALU,900111880425293,M,15.3,54,Y,0,2100400288,neg,0,,Has LR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425501,M,14.6,58,Y,0,2100400289,neg,0,20ARMI0483,"Shedding excess skin, Give RR2",0,0,,
LostHorse,1,4/21/21,RALU,900111880425502,M,15.6,60,Y,0,2100400290,pos,4755.64244014554,20ARMI0456,Give RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425840,M,18.7,61,Y,0,2100400291,pos,2051.2206988722,,Has RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425528,M,12.3,57,Y,0,2100400292,pos,708495.895379877,20ARMI0522,Give RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425573,M,16.4,58,Y,0,2100400293,pos,1157.22586427739,20ARMI0508,Give RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425565,M,16,61,Y,0,2100400294,pos,220.036527014194,20ARMI0510,"Sloughing skin, Give RR2",0,0,,
LostHorse,1,4/21/21,RALU,900111880425579,M,15.8,61,Y,0,2100400295,pos,65509.3968313849,20ARMI1794,Give RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425563,M,18,60,Y,0,2100400296,pos,25268.0499890253,20ARMI0464,Give RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425569,M,17.3,60,Y,0,2100400297,pos,21021.6320400965,20ARMI0487,Give RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425575,M,12.4,55,Y,0,2100400298,pos,1781.35986131106,20ARMI0419,Give RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425512,M,11.8,51,Y,0,2100400299,pos,3233.73193120572,20ARMI0455,Give RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425527,M,12.5,50,Y,0,2100400300,pos,2264.25061565325,20ARMI0555,Give RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425530,M,11.6,57,Y,0,2100400301,pos,11470.196012848,20ARMI1800,Give RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425578,M,17.7,62,Y,0,2100400302,pos,8338.12351249756,20ARMI0408,Give RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425535,M,13.7,58,Y,0,2100400303,pos,2284.3980806474,20ARMI1785,Give RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425515,M,10.3,54,Y,0,2100400304,pos,20456.3717828302,20ARMI0565,Give RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425526,M,11.5,53,Y,0,2100400305,neg,0,20ARMI1791,Give RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880426316,M,18.9,74,Y,0,2100400306,neg,0,,Has RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425576,M,19.9,65,Y,0,2100400307,pos,1618.16700054545,20ARMI1796,Give RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425534,M,20.1,66,Y,0,2100400308,pos,6216.06852908096,20ARMI0511,Give RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425562,M,13.7,55,Y,0,2100400309,pos,16414.8983157358,20ARMI0465,Give RR2 (give = clipped today),0,0,,
LostHorse,1,4/21/21,RALU,900111880425842,M,17.4,65,Y,0,2100400310,pos,197.307454728371,,Has RR2 (has = already clipped),0,0,,
LostHorse,1,4/21/21,RALU,900111880425570,M,13.9,58,Y,0,2100400311,pos,11369.0335339427,20ARMI0432,Give RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425536,F,29.9,71,Y,0,2100400313,neg,0,20ARMI0589,Give RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880426047,M,18.5,61,Y,0,2100400314,pos,2080.78518371528,,Has RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425518,M,13.8,55,Y,0,2100400315,pos,1483.00395902583,20ARMI0599,Give RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425300,M,17.4,59,Y,0,2100400316,pos,95165.9878285233,,Has LR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425508,M,14.3,55,Y,0,2100400317,pos,4141.25762259223,20ARMI0413,Give RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880426643,M,16.3,54,Y,0,2100400318,pos,4200.946055086,,Has RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425561,M,13.3,53,Y,0,2100400319,pos,203.72903818589,20ARMI1792,Give RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880426883,M,16.3,60,Y,0,2100400320,pos,1571.43955926717,,Has RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425568,M,14,56,Y,0,2100400321,pos,22.3360093931062,20ARMI0552,Give RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880426026,M,18.7,58,Y,0,2100400322,pos,447.579349254132,,Has RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425571,M,16.2,57,Y,0,2100400323,pos,319.213352765963,20ARMI0402,Give RR2,0,0,,
LostHorse,1,4/21/21,RALU,900111880425531,M,15,56,Y,0,2100400324,neg,0,20ARMI0597,Give RR2,0,0,,
LostHorse,1,5/4/20,RALU,900111880425732,M,14.4,53,Y,1,2001800049,,,20ARMI0578,LR2 toe clipped today,0,0,,
LostHorse,1,4/22/20,RALU,900111880425453,F,28.5,73,Y,1,2001800064,,,20ARMI0759,LR2 toe clipped today,0,0,,
LostHorse,1,4/22/20,RALU,900111880425867,M,16.5,58,Y,1,2001800065,,,20ARMI0699,LR2 toe clipped today,0,0,,
LostHorse,1,5/6/21,RALU,900111880425842,M,17.8,60,Y,1,2001800066,,,,Has RR2 and LR2,0,0,,
LostHorse,1,4/22/20,RALU,900111880426499,M,17.4,59,Y,1,2001800067,,,,LR2 toe already clipped,0,0,,
LostHorse,1,4/22/20,RALU,900111880425293,M,15.4,57,Y,1,2001800068,,,20ARMI0642,LR2 toe clipped today,0,0,,
LostHorse,1,4/22/20,RALU,900111880425754,M,14.2,55,Y,1,2001800069,,,20ARMI0793,LR2 toe clipped today,0,0,,
LostHorse,1,4/22/20,RALU,900111880425742,M,15.5,56,Y,1,2001800070,,,20ARMI0767,LR2 toe clipped today,0,0,,
LostHorse,1,4/22/20,RALU,900111880425177,M,15.8,58,Y,1,2001800071,,,,"RR2, LR2 toes clipped already",0,0,,
LostHorse,1,4/22/20,RALU,900111880425819,F,24.7,70,Y,1,2001800072,,,20ARMI0762,LR2 toe clipped today,0,0,,
LostHorse,1,4/22/20,RALU,900111880425845,M,17.5,59,Y,1,2001800073,,,20ARMI0779,LR2 toe clipped today,0,0,,
LostHorse,1,4/22/20,RALU,900111880425443,M,13.9,54,Y,1,2001800074,,,20ARMI0831,"Chatty frog, LR2 toe clipped today",0,0,,
LostHorse,1,4/22/20,RALU,900111880425838,M,14.9,54,Y,1,2001800075,,,20ARMI0757,LR2 toe clipped today,0,0,,
LostHorse,1,4/22/20,RALU,900111880425459,M,17.8,59,Y,1,2001800076,,,20ARMI0794,"Uneven nuptial pads, LR2 toe clipped today",0,0,,
LostHorse,1,4/22/20,RALU,900111880426476,M,21.9,63,Y,1,2001800077,,,,Both RL and RR toes cut already/missing,0,0,,
LostHorse,1,4/22/20,RALU,900111880425756,M,14.6,54,Y,1,2001800079,,,20ARMI0772,LR2 toe clipped today,0,0,,
LostHorse,1,4/22/20,RALU,900111880425457,F,30.5,76,Y,1,2001800080,,,20ARMI0828,LR2 toe clipped today,0,0,,
LostHorse,1,4/22/20,RALU,900111880426523,M,18.2,59,Y,1,2001800081,,,,LR2 toe clipped already/missing,0,0,,
LostHorse,1,4/22/20,RALU,900111880425759,F,30.5,70,Y,1,2001800082,,,20ARMI0728,"Sloughing skin (into Ross's mouth!), LR2 and RR2 toe clipped today (LR2 was lost, had to clip the second for collection)",0,0,,
LostHorse,1,4/22/20,RALU,900111880425451,M,13.7,55,Y,1,2001800083,,,20ARMI0777,LR2 toe clipped today,0,0,,
LostHorse,1,4/22/20,RALU,900111880425449,M,16.2,59,Y,1,2001800084,,,20ARMI0806,LR2 toe clipped today,0,0,,
LostHorse,1,4/28/20,RALU,900111880425758,M,12.8,56,Y,1,2001800085,,,20ARMI0544,LR2 toe clipped today,0,0,,
LostHorse,1,4/28/20,RALU,900111880425866,F,20.3,63,Y,1,2001800086,,,20ARMI0602,LR2 toe clipped today,0,0,,
LostHorse,1,4/28/20,RALU,900111880425444,F,22.5,66,Y,1,2001800087,,,20ARMI0528,"LR2 toe clipped today, RF2 toe missing",0,0,,
LostHorse,1,4/28/20,RALU,900111880425282,F,30.7,72,Y,1,2001800088,,,20ARMI0553,LR2 toe clipped today,0,0,,
LostHorse,1,4/28/20,RALU,900111880425446,M,14.8,56,Y,1,2001800089,,,20ARMI0534,LR2 toe already clipped/missing. Healed. RR2 toe clipped today,0,0,,
LostHorse,1,4/28/20,RALU,900111880425852,F,28.2,74,Y,1,2001800090,,,20ARMI0545,"LR2 toe clipped today, RR2 toe missing",0,0,,
LostHorse,1,4/28/20,RALU,900111880425456,F,25.3,69,Y,1,2001800091,,,20ARMI0516,LR2 toe clipped today,0,0,,
LostHorse,1,4/28/20,RALU,900111880426334,M,18.6,60,Y,1,2001800092,,,20ARMI0580,LR2 toe clipped today,0,0,,
LostHorse,1,4/28/20,RALU,900111880425854,F,28.7,72,Y,1,2001800093,,,20ARMI0608,LR2 toe clipped today,0,0,,
LostHorse,1,4/28/20,RALU,900111880425757,F,23.2,64,Y,1,2001800094,,,20ARMI0538,"LF3 toe missing, LR2 toe clipped today",0,0,,
LostHorse,1,4/28/20,RALU,900111880425287,F,28.3,74,Y,1,2001800095,,,20ARMI0567,LR2 toe clipped today,0,0,,
LostHorse,1,4/26/20,RALU,900111880425841,M,13,55,Y,1,2001800096,,,20ARMI0804,LR2 toe clipped today,0,0,,
LostHorse,1,4/28/20,RALU,900111880426570,M,16,60,Y,1,2001800097,,,,LR2 toe already clipped/missing. Healed.,0,0,,
LostHorse,1,4/28/20,RALU,900111880425835,F,21.1,62,Y,1,2001800098,,,20ARMI0610,LR2 toe clipped today,0,0,,
LostHorse,1,4/28/20,RALU,900111880425294,F,27,69,Y,1,2001800099,,,20ARMI0459,"LR2 toe clipped today, LR4 toe missing",0,0,,
LostHorse,1,4/28/20,RALU,900111880425861,F,23.2,70,Y,1,2001800100,,,20ARMI0609,LR2 toe clipped today,0,0,,
LostHorse,1,4/28/20,RALU,900111880425750,F,29.2,75,Y,1,2001800101,,,20ARMI0592,LR2 toe clipped today,0,0,,
LostHorse,1,4/24/20,RALU,900111880425450,M,16.2,56,Y,1,2001800102,,,20ARMI0656,LR2 toe clipped today,0,0,,
LostHorse,1,4/28/20,RALU,900111880425874,F,38.5,78,Y,1,2001800103,,,20ARMI0590,LR2 toe clipped today,0,0,,
LostHorse,1,4/28/20,RALU,900111880425749,F,25.4,69,Y,1,2001800104,,,20ARMI0556,LR2 toe clipped today,0,0,,
LostHorse,1,4/28/20,RALU,900111880426438,M,17.1,61,Y,1,2001800105,,,20ARMI0617,LR2 toe clipped today. No toes appeared clipped despite having pit tag,0,0,,
LostHorse,1,4/24/20,RALU,900111880425811,F,23.4,68,Y,1,2001800155,,,20ARMI0780,LR2 toe clipped today,0,0,,
LostHorse,1,4/22/20,RALU,900111880425295,M,13.3,54,Y,1,2001800156,,,20ARMI0719,LR2 toe clipped today,0,0,,
LostHorse,1,4/24/20,RALU,900111880426644,M,18.3,58,Y,1,2001800157,,,20ARMI0743,No toe clips present; LR2 toe clipped today. Caught previous years,0,0,,
LostHorse,1,4/24/20,RALU,900111880425862,F,32.4,74,Y,1,2001800158,,,20ARMI0763,LR2 toe clipped today,0,0,,
LostHorse,1,4/24/20,RALU,900111880425822,M,13.6,55,Y,1,2001800159,,,20ARMI0796,LR2 toe clipped today,0,0,,
LostHorse,1,4/24/20,RALU,900111880425747,F,38.4,78,Y,1,2001800160,,,20ARMI0745,LR2 toe clipped today,0,0,,
LostHorse,1,4/24/20,RALU,900111880426519,M,18.6,60,Y,1,2001800161,,,20ARMI0730,LR2 toe clipped today,0,0,,
LostHorse,1,4/24/20,RALU,900111880425281,F,23.7,67,Y,1,2001800162,,,20ARMI0768,LR2 toe clipped today,0,0,,
LostHorse,1,4/24/20,RALU,900111880426808,M,19.7,61,Y,1,2001800163,,,,Clip present on LR2; caught previous years,0,0,,
LostHorse,1,4/24/20,RALU,900111880426061,F,28,74,Y,1,2001800164,,,20ARMI0765,LR2 toe clipped today,0,0,,
LostHorse,1,4/24/20,RALU,900111880425296,M,17,59,Y,1,2001800165,,,20ARMI0837,LR2 toe clipped today,0,0,,
LostHorse,1,4/24/20,RALU,900111880425458,M,17.4,59,Y,1,2001800166,,,20ARMI0775,LR2 toe clipped today,0,0,,
LostHorse,1,4/24/20,RALU,900111880425847,M,19.1,60,Y,1,2001800167,,,20ARMI0823,LR2 toe clipped today,0,0,,
LostHorse,1,4/24/20,RALU,900111880425297,F,45.5,80,Y,1,2001800168,,,20ARMI0782,LR2 toe clipped today; appear gravid,0,0,,
LostHorse,1,4/24/20,RALU,900111880425853,M,19.6,60,Y,1,2001800169,,,20ARMI0690,LR2 toe clipped today,0,0,,
LostHorse,1,4/24/20,RALU,900111880425284,F,27.7,70,Y,1,2001800170,,,20ARMI0821,LR2 toe clipped today,0,0,,
LostHorse,1,4/24/20,RALU,900111880425445,M,18.9,64,Y,1,2001800171,,,20ARMI0646,LR2 toe clipped today,0,0,,
LostHorse,1,4/24/20,RALU,900111880425863,F,27.4,71,Y,1,2001800172,,,20ARMI0752,LR2 toe clipped today,0,0,,
LostHorse,1,4/28/20,RALU,900111880425849,M,16.2,57,Y,1,2001800173,,,20ARMI0532,LR2 toe clipped today,0,0,,
LostHorse,1,4/24/20,RALU,900111880425809,F,27.7,74,Y,1,2001800174,,,20ARMI0760,LR2 toe clipped today,0,0,,
LostHorse,1,4/24/20,RALU,900111880425452,F,32.4,73,Y,1,2001800175,,,20ARMI0810,"RF3 toe missing, LR2 toe clipped today",0,0,,
LostHorse,1,4/28/20,RALU,900111880425870,M,11.1,51,Y,1,2001800225,,,20ARMI0648,LR2 toe clipped today,0,0,,
LostHorse,1,4/26/20,RALU,900111880425825,F,31.9,70,Y,1,2001800228,,,20ARMI0650,LR2 toe clipped today,0,0,,
LostHorse,1,4/28/20,RALU,900111880425810,F,25.8,68,Y,1,2001800231,,,20ARMI0709,LR2 toe clipped today,0,0,,
LostHorse,1,4/24/20,RALU,900111880425827,M,16.5,59,Y,1,2001800253,,,20ARMI0803,"LR2 toe missing, appears already cut, healed. RR2 toe clipped today",0,0,,
LostHorse,1,4/24/20,RALU,900111880425815,F,29,73,Y,1,2001800254,,,20ARMI0805,LR2 toe clipped today,0,0,,
LostHorse,1,4/24/20,RALU,900111880425454,F,35.2,78,Y,1,2001800255,,,20ARMI0815,LR2 toe clipped today,0,0,,
LostHorse,1,4/22/20,RALU,900111880426313,F,21.4,65,Y,1,2001800256,,,20ARMI0764,LR2 toe clipped today,0,0,,
LostHorse,1,4/24/20,RALU,900111880425860,F,22.9,66,Y,1,2001800257,,,20ARMI0733,LR2 toe clipped today,0,0,,
LostHorse,1,4/22/20,RALU,900111880425839,F,20.7,66,Y,1,2001800258,,,20ARMI0801,"LR2 toe clipped today, Split webbing LR foot",0,0,,
LostHorse,1,4/24/20,RALU,900111880425840,M,16.6,55,Y,1,2001800259,,,20ARMI0776,LR2 toe clipped today,0,0,,
LostHorse,1,4/24/20,RALU,900111880425751,M,15.2,57,Y,1,2001800260,,,20ARMI0667,LR2 toe clipped today,0,0,,
LostHorse,1,4/22/20,RALU,900111880426530,F,25.6,67,Y,1,2001800261,,,20ARMI0629,LR2 toe clipped today,0,0,,
LostHorse,1,4/24/20,RALU,900111880425880,M,13.3,50,Y,1,2001800262,,,20ARMI0632,LR2 toe clipped today,0,0,,
LostHorse,1,4/24/20,RALU,900111880425447,M,16.3,58,Y,1,2001800263,,,20ARMI0712,LR2 toe clipped today,0,0,,
LostHorse,1,4/24/20,RALU,900111880425442,M,16.7,57,Y,1,2001800264,,,20ARMI0715,LR2 toe clipped today,0,0,,
LostHorse,1,4/24/20,RALU,900111880425851,F,29.3,72,Y,1,2001800265,,,20ARMI0726,LR2 toe clipped today; split toe on RF3,0,0,,
LostHorse,1,4/24/20,RALU,900111880425868,F,28.1,73,Y,1,2001800266,,,20ARMI0748,LR2 toe clipped today,0,0,,
LostHorse,1,4/26/20,RALU,900111880426475,M,18.2,59,Y,1,2001800267,,,,"LR2 toe clipped already/missing, healed",0,0,,
LostHorse,1,4/24/20,RALU,900111880426839,M,21.8,65,Y,1,2001800268,,,,"LR2 toe clipped already/missing, split RF3",0,0,,
LostHorse,1,4/26/20,RALU,900111880425829,F,30.5,76,Y,1,2001800270,,,20ARMI0636,LR2 toe clipped today,0,0,,
LostHorse,1,4/26/20,RALU,900111880425857,M,9.1,48,Y,1,2001800271,,,20ARMI0749,"LR2 toe clipped today, RF1 toe short",0,0,,
LostHorse,1,4/24/20,RALU,900111880425441,M,18.4,60,Y,1,2001800272,,,20ARMI0761,"LR2 toe clipped today, slightly shorter RR2 toe",0,0,,
LostHorse,1,4/26/20,RALU,900111880426527,F,29,70,Y,1,2001800273,,,20ARMI0718,"LR2 toe clipped already/missing, healed; RR2 toe clipped today",0,0,,
LostHorse,1,4/24/20,RALU,900111880425289,M,16.5,57,Y,1,2001800274,,,20ARMI0737,LR2 toe clipped today,0,0,,
LostHorse,1,4/26/20,RALU,900111880425869,M,18.1,57,Y,1,2001800275,,,20ARMI0839,LR2 toe clipped today,0,0,,
LostHorse,1,4/24/20,RALU,900111880426538,F,32.3,73,Y,1,2001800276,,,20ARMI0714,LR2 toe clipped today,0,0,,
LostHorse,1,4/26/20,RALU,900111880425878,F,24.8,67,Y,1,2001800277,,,20ARMI0829,LR2 toe clipped today,0,0,,
LostHorse,1,4/24/20,RALU,900111880425448,F,40.4,80,Y,1,2001800279,,,20ARMI0838,LR2 toe clipped today,0,0,,
LostHorse,1,4/26/20,RALU,900111880425850,F,29.8,71,Y,1,2001800280,,,20ARMI0792,LR2 toe clipped today,0,0,,
LostHorse,1,4/26/20,RALU,900111880425836,M,16.6,57,Y,1,2001800282,,,20ARMI0809,LR2 toe clipped today. Sloughing skin on hind feet,0,0,,
LostHorse,1,4/28/20,RALU,900111880425871,F,29.6,68,Y,1,2001800283,,,20ARMI0707,LR2 toe clipped today,0,0,,
LostHorse,1,4/28/20,RALU,900111880425285,M,15.5,55,Y,1,2001800284,,,20ARMI0774,LR2 toe clipped today,0,0,,
LostHorse,1,4/28/20,RALU,900111880425816,F,26.6,68,Y,1,2001800286,,,20ARMI0795,LR2 toe clipped today,0,0,,
LostHorse,1,4/28/20,RALU,900111880426563,M,18,59,Y,1,2001800287,,,,LR2 and RR2 toes clipped already/missing. Healed.,0,0,,
LostHorse,1,4/28/20,RALU,900111880425300,M,16.6,59,Y,1,2001800302,,,20ARMI0523,LR2 toe clipped today,0,0,,
LostHorse,1,4/26/20,RALU,900111880425855,F,28.6,71,Y,1,2001800303,,,20ARMI0624,LR2 toe clipped today,0,0,,
LostHorse,1,4/26/20,RALU,900111880425299,F,32.2,75,Y,1,2001800304,,,20ARMI0835,RR2 toe clipped already/missing. LR2 toe clipped today. Sloughing skin all over body,0,0,,
LostHorse,1,4/26/20,RALU,900111880426330,F,24.3,68,Y,1,2001800305,,,20ARMI0670,LR2 toe clipped today,0,0,,
LostHorse,1,4/26/20,RALU,900111880425808,M,17.6,60,Y,1,2001800306,,,20ARMI0706,LR2 toe clipped already/missing. RR2 toe clipped today,0,0,,
LostHorse,1,4/28/20,RALU,900111880425872,M,13,53,Y,1,2001800307,,,20ARMI0527,LR2 toe clipped today,0,0,,
LostHorse,1,4/26/20,RALU,900111880425803,F,27.6,71,Y,1,2001800308,,,20ARMI0689,LR2 toe clipped today,0,0,,
LostHorse,1,4/26/20,RALU,900111880425755,F,31.7,75,Y,1,2001800309,,,20ARMI0751,LR2 toe clipped today,0,0,,
LostHorse,1,4/26/20,RALU,900111880425856,F,25.1,68,Y,1,2001800310,,,20ARMI0633,LR2 toe clipped today,0,0,,
LostHorse,1,4/26/20,RALU,900111880426321,M,16.9,58,Y,1,2001800311,,,,LR2 and RR2 toes clipped already/missing. Healed.,0,0,,
LostHorse,1,4/26/20,RALU,900111880426643,M,16.5,57,Y,1,2001800312,,,,Captured previous year. LR4 toe clipped/missing,0,0,,
LostHorse,1,4/26/20,RALU,900111880425817,F,30.9,74,Y,1,2001800313,,,20ARMI0681,LR2 toe clipped today,0,0,,
LostHorse,1,4/26/20,RALU,900111880425837,F,32.3,69,Y,1,2001800314,,,20ARMI0638,LR2 toe clipped today,0,0,,
LostHorse,1,4/26/20,RALU,900111880425858,F,26.8,68,Y,1,2001800315,,,20ARMI0631,LR2 toe clipped today,0,0,,
LostHorse,1,4/26/20,RALU,900111880425813,F,25.2,68,Y,1,2001802269,,,20ARMI0739,LR2 toe clipped today,0,0,,
LostHorse,1,5/4/20,RALU,,U,2.1,29,N,,,,,,Too small to tag. No Hg or Bd or tag data,0,0,,
LostHorse,1,5/1/20,RALU,,U,2.4,31,N,,,,,,Frog too small to collect Hg or Bd data,0,0,,
LostHorse,1,5/6/21,RALU,900111880425515,M,9.7,50,N,,,,,,Has RR2,0,0,,
LostHorse,1,5/6/21,RALU,900111880425638,M,11.1,50,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/23/19,RALU,900111880425176,M,11.2,50,N,,,,,,,0,0,,
LostHorse,1,4/30/21,RALU,900111880425647,M,11.2,49,N,,,,,21ARMI1039,"Gave RR2, ran out of swabs",0,0,,
LostHorse,1,4/30/21,RALU,900111880425648,M,11.3,52,N,,,,,21ARMI1027,"Gave RR2, ran out of swabs",0,0,,
LostHorse,1,5/6/21,RALU,900111880425512,M,11.5,50,N,,,,,,Has RR2,0,0,,
LostHorse,1,5/6/21,RALU,900111880425612,F,11.7,52,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/29/21,RALU,900111880425527,M,11.8,50,N,,,,,,Has RR2,0,0,,
LostHorse,1,5/5/21,RALU,900111880425512,M,11.8,54,N,,,,,,Has RR2,0,0,,
LostHorse,1,5/6/21,RALU,900111880425527,M,12,51,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/19/19,RALU,900111880425177,M,12.1,55,N,,,,,,,0,0,,
LostHorse,1,5/5/21,RALU,900111880425527,M,12.1,52,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/22/19,RALU,900111880426789,M,12.2,55,N,,,,,,,0,0,,
LostHorse,1,4/28/21,RALU,900111880425774,M,12.2,52,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/29/21,RALU,900111880425580,M,12.3,53,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/29/21,RALU,900111880425774,M,12.3,53,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/28/21,RALU,900111880425572,M,12.4,52,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/19/19,RALU,900111880426470,M,12.5,58,N,,,,,,,0,0,,
LostHorse,1,4/23/19,RALU,900111880426466,M,12.7,50,N,,,,,,,0,0,,
LostHorse,1,4/23/19,RALU,900111880426031,M,12.7,52,N,,,,,,,0,0,,
LostHorse,1,4/22/19,RALU,900111880426031,M,13.0,55,N,,,,,,,0,0,,
LostHorse,1,5/5/21,RALU,900111880425779,M,13,55,N,,,,,,Has LR2,0,0,,
LostHorse,1,5/5/21,RALU,900111880425639,F,13.1,55,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/23/19,RALU,900111880425165,M,13.2,55,N,,,,,,,0,0,,
LostHorse,1,5/6/21,RALU,900111880425649,M,13.2,51,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/29/21,RALU,900111880425311,M,13.3,54,N,,,,,,Has RR2,0,0,,
LostHorse,1,5/6/21,RALU,900111880425574,M,13.3,52,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/22/19,RALU,900111880426782,M,13.4,55,N,,,,,,,0,0,,
LostHorse,1,4/23/19,RALU,900111880426782,M,13.4,52,N,,,,,,,0,0,,
LostHorse,1,4/29/21,RALU,900111880425310,M,13.4,51,N,,,,,,Has RR2,0,0,,
LostHorse,1,5/5/21,RALU,900111880425633,M,13.4,57,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/22/19,RALU,900111880426564,M,13.6,57,N,,,,,,,0,0,,
LostHorse,1,4/23/19,RALU,900111880426478,M,13.6,53,N,,,,,,,0,0,,
LostHorse,1,4/27/21,RALU,900111880425633,M,13.6,54,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/30/21,RALU,900111880425660,M,13.7,49,N,,,,,21ARMI1021,"Gave RR2, ran out of swabs",0,0,,
LostHorse,1,4/30/21,RALU,900111880425312,M,13.7,55,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/19/19,RALU,900111880426473,M,13.8,53,N,,,,,,,0,0,,
LostHorse,1,4/19/19,RALU,900111880426043,M,13.8,55,N,,,,,,Sex not recorded,0,0,,
LostHorse,1,4/30/21,RALU,900111880425568,M,13.8,54,N,,,,,,Has RR2,0,0,,
LostHorse,1,5/6/21,RALU,900111880425589,M,13.8,55,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/19/19,RALU,900111880426060,M,13.9,64,N,,,,,,,0,0,,
LostHorse,1,4/23/19,RALU,900111880426949,M,14.1,54,N,,,,,,,0,0,,
LostHorse,1,5/5/21,RALU,900111880425589,M,14.1,55,N,,,,,,Has RR2,0,0,,
LostHorse,1,4/29/21,RALU,900111880425532,M,14.2,55,N,,,,,,Has RR2,0,0,,
LostHorse,1,5/6/21,RALU,900111880425531,M,14.2,56,N,,,,,,Has RR2,0,0,,
