Site,SubSite,CaptureDate,Species,IndividualID,Sex,SVLmm,Age,MassG,BdSample,SwabLost,SwabID,BdResult,TargetCopies/swab,HgSampleID,Notes,potential_injury_effect,flagged,reason,dead
ThreeCreeks,2,8/5/20,RACA,982126056701220,1,47.00,A,12.10,Y,0,1903100065,pos,417.810683107035,20ARMI1263,,0,0,,
ThreeCreeks,2,8/6/20,RACA,982126056701207,2,68.00,A,41.10,Y,0,1903100063,pos,206.102855639782,20ARMI1273,,0,0,,
DilmanMeadows,2,8/12/20,RAPR,982126053089696,99,49.00,SA,9.00,Y,0,1903100049,pos,12405.2230479583,20ARMI1275,Frog was on a mossy rock.,0,0,,
DilmanMeadows,2,8/13/20,RAPR,982126053080028,99,45.00,SA,9.00,Y,0,2003100215,pos,11131.385810993,20ARMI1285,This record may have a duplicate with a different secondary period.,0,0,,
DilmanMeadows,2,9/30/20,RAPR,989001006896314,2,66.00,A,38.50,Y,0,2003100142,pos,1914.79326029511,20ARMI1286,Frog was on a rock.,0,0,,
DilmanMeadows,2,9/29/20,RAPR,982126059665631,99,44.00,SA,10.00,Y,0,2003100151,pos,23220.655732657,20ARMI1303,From was on a rock.,0,0,,
DilmanMeadows,2,9/29/20,RAPR,982126052705477,99,47.00,SA,12.00,Y,0,2003100152,pos,2200.36527014194,20ARMI1306,Frog was on a rock.,0,0,,
DilmanMeadows,2,9/30/20,RAPR,982126056701383,2,51.00,A,16.00,Y,0,2003100140,pos,124.900458553585,20ARMI1310,Frog was on herbaceous plants on bank.,0,0,,
ThreeCreeks,2,9/23/20,RACA,972273000143660,1,58.00,A,24.00,Y,0,2003100171,pos,84.8138861034751,20ARMI1316,,0,0,,
DilmanMeadows,2,8/11/20,RAPR,989001006896358,2,55.00,A,16.00,Y,0,1903100059,pos,76.729605872776,20ARMI1323,Veg was moss.,0,0,,
ThreeCreeks,2,8/4/20,RACA,982126053085310,2,73.00,A,49.50,Y,0,1903200016,pos,599.965980165362,20ARMI1335,,0,0,,
