Site,SubSite,CaptureDate,Species,IndividualID,SVLmm,Sex,Age,MassG,BdSample,SwabLost,SwabID,BdResult,TargetCopies/swab,HgSampleID,Notes,potential_injury_effect,flagged,reason,dead
MudLake,1,4/21/2020,NOVI,2001500027,34,U,A,,Y,0,2001500027,neg,0,,,0,0,,
MudLake,1,4/21/2020,NOVI,2001500029,34,U,A,,Y,0,2001500029,neg,0,,,0,0,,
MudLake,1,4/22/2020,NOVI,2001500034,34,U,J,,Y,0,2001500034,neg,0,,,0,0,,
MudLake,1,4/22/2020,NOVI,2001500037,34,U,A,,Y,0,2001500037,neg,0,,,0,0,,
MudLake,1,4/23/2020,NOVI,2001500068,34,U,A,,Y,0,2001500068,neg,0,,"Maybe male, unclear",0,0,,
MudLake,1,4/23/2020,NOVI,2001500099,34,M,A,,Y,0,2001500099,neg,0,,,0,0,,
EmmaCarlin,1,5/5/2020,NOVI,2001500153,34,F,A,,Y,0,2001500153,neg,0,,,0,0,,
MudLake,1,5/11/2020,NOVI,2001500232,34,M,A,,Y,0,2001500232,neg,0,,,0,0,,
MudLake,1,5/13/2020,NOVI,2002400166,34,M,A,,Y,0,2002400166,neg,0,,,0,0,,
MudLake,1,5/13/2020,NOVI,2002400170,34,M,A,,Y,0,2002400170,neg,0,,,0,0,,
MudLake,1,5/13/2020,NOVI,2002400180,34,M,A,,Y,0,2002400180,neg,0,,,0,0,,
MudLake,1,5/13/2020,NOVI,2002400191,34,M,A,,Y,0,2002400191,neg,0,,,0,0,,
MudLake,1,5/13/2020,NOVI,2002400194,34,M,A,,Y,0,2002400194,neg,0,,,0,0,,
MudLake,3,5/13/2020,NOVI,2002400198,34,M,A,,Y,0,2002400198,neg,0,,,0,0,,
MudLake,1,5/13/2020,NOVI,2002400199,34,M,A,,Y,0,2002400199,neg,0,,,0,0,,
EmmaCarlin,3,6/17/2020,NOVI,2002700035,34,U,A,,Y,0,2002700035,neg,0,,,0,0,,
EmmaCarlin,1,6/16/2020,NOVI,2002700150,34,F,A,,Y,0,2002700150,neg,0,,,0,0,,
MudLake,1,6/5/2020,NOVI,2002700206,34,F,A,,Y,0,2002700206,neg,0,20ARMI1748,,0,0,,
MudLake,1,6/5/2020,NOVI,2002700211,34,M,A,,Y,0,2002700211,neg,0,20ARMI1740,,0,0,,
MudLake,3,6/4/2020,NOVI,2002700222,34,M,A,,Y,0,2002700222,neg,0,,,0,0,,
MudLake,1,6/4/2020,NOVI,2002700226,34,F,A,,Y,0,2002700226,neg,0,20ARMI1775,,0,0,,
MudLake,1,6/4/2020,NOVI,2002700230,34,F,A,,Y,0,2002700230,neg,0,20ARMI1771,,0,0,,
MudLake,1,4/20/2021,NOVI,2101200017,34,M,A,,Y,0,2101200017,neg,0,,,0,0,,
MudLake,3,4/20/2021,NOVI,2101200028,34,F,A,,Y,0,2101200028,neg,0,,,0,0,,
MudLake,1,4/22/2021,NOVI,2101200083,34,M,A,,Y,0,2101200083,neg,0,,,0,0,,
MudLake,1,4/22/2021,NOVI,2101200086,34,M,A,,Y,0,2101200086,neg,0,,,0,0,,
MudLake,1,4/23/2021,NOVI,2101200113,34,M,A,,Y,0,2101200113,neg,0,,,0,0,,
EmmaCarlin,1,4/27/2021,NOVI,2101200201,34,F,A,,Y,0,2101200201,neg,0,,,0,0,,
EmmaCarlin,1,4/28/2021,NOVI,2101200309,34,F,A,,Y,0,2101200309,neg,0,,,0,0,,
MudLake,1,5/13/2021,NOVI,2101500001,34,F,A,,Y,0,2101500001,neg,0,,,0,0,,
MudLake,1,5/13/2021,NOVI,2101500030,34,M,A,,Y,0,2101500030,neg,0,,,0,0,,
EmmaCarlin,1,5/20/2021,NOVI,2101500202,34,F,A,,Y,0,2101500202,neg,0,,,0,0,,
EmmaCarlin,1,5/19/2021,NOVI,2101500257,34,F,A,,Y,0,2101500257,neg,0,,,0,0,,
MudLake,1,6/8/2021,NOVI,2101700122,34,F,A,,Y,0,2101700122,neg,0,21ARMI0269,,0,0,,
MudLake,1,6/7/2021,NOVI,2101700150,34,M,A,,Y,0,2101700150,neg,0,21ARMI0255,,0,0,,
MudLake,1,6/7/2021,NOVI,2101700155,34,F,A,,Y,0,2101700155,neg,0,21ARMI0259,,0,0,,
EmmaCarlin,1,5/20/2021,NOVI,2101700217,34,F,A,,Y,0,2101700217,neg,0,,,0,0,,
EmmaCarlin,1,5/20/2021,NOVI,2101700234,34,M,A,,Y,0,2101700234,neg,0,,,0,0,,
MudLake,1,5/13/2021,NOVI,2101700267,34,F,A,,Y,0,2101700267,neg,0,,,0,0,,
MudLake,1,5/13/2021,NOVI,2101700268,34,F,A,,Y,0,2101700268,neg,0,,,0,0,,
MudLake,1,5/12/2021,NOVI,2101700272,34,F,A,,Y,0,2101700272,neg,0,,,0,0,,
MudLake,1,5/11/2021,NOVI,2101700309,34,M,A,,Y,0,2101700309,neg,0,,animal ID VIE does not designate if right or left arm,0,0,,
MudLake,1,5/11/2021,NOVI,2101700314,34,F,A,,Y,0,2101700314,neg,0,,,0,0,,
MudLake,1,5/11/2021,NOVI,2101700318,34,F,A,,Y,0,2101700318,neg,0,,,0,0,,
MudLake,1,6/9/2021,NOVI,2101800001,34,F,A,,Y,0,2101800001,neg,0,21ARMI0289,,0,0,,
MudLake,1,6/9/2021,NOVI,2101800013,34,F,A,,Y,0,2101800013,neg,0,,,0,0,,
EmmaCarlin,1,6/16/2021,NOVI,2101800083,34,U,A,,Y,0,2101800083,neg,0,,,0,0,,
EmmaCarlin,1,6/16/2021,NOVI,2101800110,34,U,A,,Y,0,2101800110,neg,0,,,0,0,,
EmmaCarlin,1,6/16/2021,NOVI,2101800111,34,U,A,,Y,0,2101800111,neg,0,,,0,0,,
EmmaCarlin,1,6/16/2021,NOVI,2101800114,34,U,A,,Y,0,2101800114,neg,0,,,0,0,,
EmmaCarlin,1,6/15/2021,NOVI,2101800185,34,U,A,,Y,0,2101800185,neg,0,,,0,0,,
EmmaCarlin,1,6/15/2021,NOVI,2101800213,34,U,A,,Y,0,2101800213,neg,0,,,0,0,,
EmmaCarlin,1,6/15/2021,NOVI,2101800215,34,F,A,,Y,0,2101800215,neg,0,,,0,0,,
EmmaCarlin,1,6/15/2021,NOVI,2101800221,34,F,A,,Y,0,2101800221,neg,0,,,0,0,,
EmmaCarlin,1,6/15/2021,NOVI,2101800222,34,F,A,,Y,0,2101800222,neg,0,,,0,0,,
EmmaCarlin,1,6/15/2021,NOVI,2101800233,34,F,A,,Y,0,2101800233,neg,0,,,0,0,,
EmmaCarlin,1,6/17/2021,NOVI,2102200091,34,F,A,,Y,0,2102200091,neg,0,,,0,0,,
EmmaCarlin,1,6/17/2021,NOVI,2102200099,34,F,A,,Y,0,2102200099,neg,0,,,0,0,,
EmmaCarlin,1,6/17/2021,NOVI,2102200105,34,U,A,,Y,0,2102200105,neg,0,,,0,0,,
EmmaCarlin,1,6/17/2021,NOVI,2102200106,34,U,A,,Y,0,2102200106,neg,0,,,0,0,,
EmmaCarlin,1,6/17/2021,NOVI,2102200110,34,U,A,,Y,0,2102200110,neg,0,,,0,0,,
EmmaCarlin,1,6/17/2021,NOVI,2102200126,34,U,A,,Y,0,2102200126,neg,0,,,0,0,,
EmmaCarlin,1,6/17/2021,NOVI,2102200127,34,F,A,,Y,0,2102200127,neg,0,,,0,0,,
EmmaCarlin,1,6/17/2021,NOVI,2102200132,34,M,A,,Y,0,2102200132,neg,0,,,0,0,,
EmmaCarlin,1,6/17/2021,NOVI,2102200133,34,U,A,,Y,0,2102200133,neg,0,,,0,0,,
EmmaCarlin,1,6/17/2021,NOVI,2102200140,34,F,A,,Y,0,2102200140,neg,0,,,0,0,,
EmmaCarlin,1,6/17/2021,NOVI,2102200153,34,U,A,,Y,0,2102200153,neg,0,,,0,0,,
EmmaCarlin,1,6/16/2021,NOVI,2102200173,34,M,A,,Y,0,2102200173,neg,0,,,0,0,,
EmmaCarlin,1,6/16/2021,NOVI,2102200175,34,U,A,,Y,0,2102200175,neg,0,,,0,0,,
EmmaCarlin,1,6/16/2021,NOVI,2102200188,34,U,A,,Y,0,2102200188,neg,0,,,0,0,,
MudLake,1,6/22/2018,NOVI,43000160350,33,F,A,,Y,0,1802500167,neg,0,,HEALED WOUND,1,0,,
EmmaCarlin,3,4/27/2021,NOVI,2101200153,33,F,A,,Y,0,2101200153,neg,0,,"Injured right arm, missing hand/digits",1,0,,
EmmaCarlin,1,6/23/2021,NOVI,2102200036,33,U,A,,Y,0,2102200036,neg,0,,Leech backpack,1,0,,
EmmaCarlin,1,5/1/2018,NOVI,43000160536,33,M,A,,Y,0,1801000347,neg,0,,,0,0,,
EmmaCarlin,1,5/3/2018,NOVI,43000160488,33,F,A,,Y,0,1801000398,neg,0,,,0,0,,
MudLake,1,5/7/2018,NOVI,43000160501,33,F,A,,Y,0,1801000432,neg,0,,,0,0,,
MudLake,1,5/7/2018,NOVI,43000160412,33,M,A,,Y,0,1801000433,neg,0,,,0,0,,
MudLake,1,5/7/2018,NOVI,43000160431,33,F,A,,Y,0,1801000443,neg,0,,,0,0,,
EmmaCarlin,1,5/2/2018,NOVI,43000160399,33,M,A,,Y,0,1801000464,neg,0,,,0,0,,
MudLake,1,5/8/2018,NOVI,43000160715,33,M,A,,Y,0,1801000556,neg,0,,,0,0,,
MudLake,1,5/9/2018,NOVI,43000160610,33,F,A,,Y,0,1802000012,neg,0,,,0,0,,
MudLake,1,5/9/2018,NOVI,43000160779,33,M,A,,Y,0,1802000025,neg,0,,,0,0,,
MudLake,1,5/9/2018,NOVI,43000160756,33,F,A,,Y,0,1802000028,neg,0,,,0,0,,
MudLake,1,5/10/2018,NOVI,43000160436,33,F,A,,Y,0,1802000138,neg,0,,Gravid,0,0,,
MudLake,1,5/10/2018,NOVI,43000160774,33,M,A,,Y,0,1802000143,neg,0,,,0,0,,
MudLake,1,5/10/2018,NOVI,43000160509,33,F,A,,Y,0,1802000146,neg,0,,Gravid,0,0,,
MudLake,1,5/10/2018,NOVI,43000160783,33,M,A,,Y,0,1802000149,neg,0,,,0,0,,
MudLake,1,5/29/2018,NOVI,43000160321,33,M,A,,Y,0,1802000155,neg,0,,,0,0,,
MudLake,1,5/10/2018,NOVI,43000160731,33,F,A,,Y,0,1802000170,neg,0,,,0,0,,
MudLake,1,5/30/2018,NOVI,43000160668,33,F,A,,Y,0,1802000223,neg,0,18ARMI1243,Hg tail clip,0,0,,
MudLake,1,5/30/2018,NOVI,43000160414,33,M,A,,Y,0,1802000226,neg,0,18ARMI1246,Hg tail clip,0,0,,
MudLake,1,5/31/2018,NOVI,43000160405,33,M,A,,Y,0,1802000231,neg,0,18ARMI1229,Hg tail clip,0,0,,
MudLake,1,5/31/2018,NOVI,43000160771,33,F,A,,Y,0,1802000233,neg,0,18ARMI1240,Hg tail clip,0,0,,
MudLake,1,6/1/2018,NOVI,43000160616,33,F,A,,Y,0,1802000281,neg,0,18ARMI1242,Hg tail clip,0,0,,
MudLake,1,6/19/2018,NOVI,43000160780,33,M,A,,Y,0,1802500024,neg,0,,,0,0,,
MudLake,1,6/19/2018,NOVI,43000160500,33,F,A,,Y,0,1802500026,neg,0,,,0,0,,
MudLake,1,6/19/2018,NOVI,43000160711,33,F,A,,Y,0,1802500039,neg,0,,,0,0,,
MudLake,1,6/21/2018,NOVI,43000160487,33,U,A,,Y,0,1802500120,neg,0,,,0,0,,
MudLake,1,5/6/2019,NOVI,1903400019,33,M,A,,Y,0,1903400019,neg,0,,"102-0250
Red Tail VIE",0,0,,
MudLake,1,5/6/2019,NOVI,1903400020,33,F,A,,Y,0,1903400020,neg,0,,"102-0248
102-0249
Red Tail VIE",0,0,,
MudLake,2,5/7/2019,NOVI,1903600059,33,M,A,,Y,0,1903600059,neg,0,,"103-0333
103-0332",0,0,,
MudLake,1,5/7/2019,NOVI,1904600092,33,M,A,,Y,0,1904600092,neg,0,,103-0305,0,0,,
MudLake,1,5/7/2019,NOVI,1904600102,33,M,A,,Y,0,1904600102,neg,0,,103-0283,0,0,,
MudLake,1,5/9/2019,NOVI,1904600164,33,F,A,,Y,0,1904600164,neg,0,,"1405-0375
Gravid",0,0,,
MudLake,1,5/9/2019,NOVI,43000160524,33,M,A,,Y,0,1904600169,neg,0,,"105-0368
Recap",0,0,,
MudLake,1,5/28/2019,NOVI,1905100170,33,M,A,,Y,0,1905100170,neg,0,19ARMI0197,,0,0,,
MudLake,1,5/28/2019,NOVI,1905100182,33,M,A,,Y,0,1905100182,neg,0,19ARMI00294,,0,0,,
MudLake,1,5/29/2019,NOVI,43000160528,33,M,A,,Y,0,1905100199,neg,0,19ARMI0255,,0,0,,
MudLake,1,5/29/2019,NOVI,1905100209,33,F,A,,Y,0,1905100209,neg,0,19ARMI0213,Gravid,0,0,,
MudLake,1,5/30/2019,NOVI,1905100248,33,M,A,,Y,0,1905100248,neg,0,,,0,0,,
MudLake,1,5/30/2019,NOVI,1905100255,33,F,A,,Y,0,1905100255,neg,0,,,0,0,,
MudLake,1,5/30/2019,NOVI,1905100265,33,F,A,,Y,0,1905100265,neg,0,,,0,0,,
MudLake,1,5/30/2019,NOVI,1905100272,33,F,A,,Y,0,1905100272,neg,0,,,0,0,,
MudLake,1,5/31/2019,NOVI,1905100300,33,M,A,,Y,0,1905100300,neg,0,,,0,0,,
MudLake,1,6/20/2019,NOVI,1905100358,33,F,A,,Y,0,1905100358,neg,0,,,0,0,,
MudLake,1,4/20/2020,NOVI,2001500013,33,U,A,,Y,0,2001500013,neg,0,,,0,0,,
MudLake,1,4/20/2020,NOVI,2001500018,33,U,A,,Y,0,2001500018,neg,0,,,0,0,,
MudLake,1,4/21/2020,NOVI,2001500019,33,U,A,,Y,0,2001500019,neg,0,,,0,0,,
MudLake,1,4/23/2020,NOVI,2001500097,33,U,J,,Y,0,2001500097,neg,0,,,0,0,,
MudLake,1,4/23/2020,NOVI,2001500123,33,M,A,,Y,0,2001500123,neg,0,,,0,0,,
MudLake,1,5/11/2020,NOVI,2001500228,33,F,A,,Y,0,2001500228,neg,0,,,0,0,,
MudLake,1,5/11/2020,NOVI,2001500238,33,M,A,,Y,0,2001500238,neg,0,,,0,0,,
MudLake,1,5/12/2020,NOVI,2002300129,33,M,A,,Y,0,2002300129,neg,0,,,0,0,,
MudLake,1,5/12/2020,NOVI,2002300150,33,M,A,,Y,0,2002300150,neg,0,,,0,0,,
MudLake,1,5/11/2020,NOVI,2002300159,33,F,A,,Y,0,2002300159,neg,0,,,0,0,,
MudLake,1,5/14/2020,NOVI,2002400153,33,M,A,,Y,0,2002400153,neg,0,,,0,0,,
MudLake,1,5/14/2020,NOVI,2002400157,33,M,A,,Y,0,2002400157,neg,0,,,0,0,,
MudLake,1,5/13/2020,NOVI,2002400185,33,M,A,,Y,0,2002400185,neg,0,,,0,0,,
MudLake,1,5/13/2020,NOVI,2002400186,33,F,A,,Y,0,2002400186,neg,0,,,0,0,,
EmmaCarlin,1,6/16/2020,NOVI,2002700041,33,M,A,,Y,0,2002700041,neg,0,,,0,0,,
MudLake,1,6/4/2020,NOVI,2002700240,33,M,A,,Y,0,2002700240,neg,0,20ARMI1751,,0,0,,
EmmaCarlin,1,5/29/2020,NOVI,2002800146,33,M,A,,Y,0,2002800146,neg,0,,,0,0,,
EmmaCarlin,1,5/29/2020,NOVI,2002800283,33,M,A,,Y,0,2002800283,neg,0,,,0,0,,
MudLake,1,4/20/2021,NOVI,2101200016,33,F,A,,Y,0,2101200016,neg,0,,,0,0,,
MudLake,1,4/21/2021,NOVI,2101200027,33,M,A,,Y,0,2101200027,neg,0,,,0,0,,
MudLake,1,4/22/2021,NOVI,2101200089,33,M,A,,Y,0,2101200089,neg,0,,,0,0,,
MudLake,2,4/23/2021,NOVI,2101200102,33,M,A,,Y,0,2101200102,neg,0,,,0,0,,
MudLake,1,4/23/2021,NOVI,2101200104,33,M,A,,Y,0,2101200104,neg,0,,,0,0,,
EmmaCarlin,3,4/27/2021,NOVI,2101200151,33,M,A,,Y,0,2101200151,neg,0,,,0,0,,
MudLake,1,5/13/2021,NOVI,2101500018,33,F,A,,Y,0,2101500018,neg,0,,,0,0,,
MudLake,1,5/13/2021,NOVI,2101500028,33,F,A,,Y,0,2101500028,neg,0,,,0,0,,
MudLake,1,6/8/2021,NOVI,2101700123,33,F,A,,Y,0,2101700123,neg,0,,,0,0,,
MudLake,1,6/7/2021,NOVI,2101700133,33,F,A,,Y,0,2101700133,neg,0,21ARMI0271,,0,0,,
MudLake,1,5/12/2021,NOVI,2101700285,33,M,A,,Y,0,2101700285,neg,0,,,0,0,,
MudLake,1,5/12/2021,NOVI,2101700289,33,F,A,,Y,0,2101700289,neg,0,,,0,0,,
MudLake,1,5/12/2021,NOVI,2101700296,33,F,A,,Y,0,2101700296,neg,0,,,0,0,,
MudLake,1,5/11/2021,NOVI,2101700317,33,M,A,,Y,0,2101700317,neg,0,,,0,0,,
MudLake,1,6/9/2021,NOVI,2101800002,33,F,A,,Y,0,2101800002,neg,0,21ARMI0287,,0,0,,
MudLake,1,6/9/2021,NOVI,2101800008,33,F,A,,Y,0,2101800008,neg,0,21ARMI0298,,0,0,,
EmmaCarlin,1,6/23/2021,NOVI,2101800032,33,M,A,,Y,0,2101800032,neg,0,,,0,0,,
MudLake,1,6/10/2021,NOVI,2101800037,33,F,A,,Y,0,2101800037,neg,0,,Tail clip,0,0,,
EmmaCarlin,1,6/17/2021,NOVI,2101800060,33,F,A,,Y,0,2101800060,neg,0,,,0,0,,
EmmaCarlin,1,6/16/2021,NOVI,2101800090,33,M,A,,Y,0,2101800090,neg,0,,,0,0,,
EmmaCarlin,1,6/16/2021,NOVI,2101800095,33,F,A,,Y,0,2101800095,neg,0,,,0,0,,
EmmaCarlin,1,6/16/2021,NOVI,2101800121,33,M,A,,Y,0,2101800121,neg,0,,,0,0,,
EmmaCarlin,1,6/16/2021,NOVI,2101800124,33,F,A,,Y,0,2101800124,neg,0,,,0,0,,
EmmaCarlin,1,6/15/2021,NOVI,2101800209,33,F,A,,Y,0,2101800209,neg,0,,,0,0,,
EmmaCarlin,1,6/15/2021,NOVI,2101800228,33,F,A,,Y,0,2101800228,neg,0,,,0,0,,
MudLake,1,6/9/2021,NOVI,2101800243,33,M,A,,Y,0,2101800243,neg,0,21ARMI0292,,0,0,,
MudLake,1,6/9/2021,NOVI,2101800244,33,M,A,,Y,0,2101800244,neg,0,21ARMI0291,,0,0,,
EmmaCarlin,1,6/23/2021,NOVI,2102200042,33,U,A,,Y,0,2102200042,neg,0,,,0,0,,
EmmaCarlin,1,6/17/2021,NOVI,2102200080,33,F,A,,Y,0,2102200080,neg,0,,,0,0,,
EmmaCarlin,1,6/17/2021,NOVI,2102200086,33,F,A,,Y,0,2102200086,neg,0,,,0,0,,
EmmaCarlin,1,6/17/2021,NOVI,2102200103,33,U,A,,Y,0,2102200103,neg,0,,,0,0,,
EmmaCarlin,1,6/17/2021,NOVI,2102200116,33,U,A,,Y,0,2102200116,neg,0,,,0,0,,
EmmaCarlin,1,6/17/2021,NOVI,2102200146,33,U,A,,Y,0,2102200146,neg,0,,,0,0,,
EmmaCarlin,1,6/16/2021,NOVI,2102200159,33,M,A,,Y,0,2102200159,neg,0,,,0,0,,
EmmaCarlin,1,6/16/2021,NOVI,2102200182,33,U,A,,Y,0,2102200182,neg,0,,,0,0,,
MudLake,1,5/12/2020,NOVI,2002300134,32,F,A,,Y,0,2002300134,neg,0,,Small red marks on tail,1,0,,
EmmaCarlin,1,5/28/2020,NOVI,2002800037,32,F,A,,Y,0,2002800037,neg,0,,Leech,1,0,,
EmmaCarlin,1,5/2/2018,NOVI,43000160739,32,M,A,,Y,0,1801000362,neg,0,,,0,0,,
EmmaCarlin,2,5/2/2018,NOVI,43000160562,32,F,A,,Y,0,1801000392,neg,0,,,0,0,,
EmmaCarlin,1,5/3/2018,NOVI,43000160673,32,F,A,,Y,0,1801000412,neg,0,,,0,0,,
EmmaCarlin,1,5/3/2018,NOVI,43000160327,32,U,J,,Y,0,1801000418,neg,0,,,0,0,,
MudLake,1,5/7/2018,NOVI,43000160604,32,F,A,,Y,0,1801000420,neg,0,,,0,0,,
MudLake,1,5/7/2018,NOVI,43000160761,32,M,A,,Y,0,1801000424,neg,0,,,0,0,,
MudLake,1,5/7/2018,NOVI,43000160751,32,F,A,,Y,0,1801000438,neg,0,,,0,0,,
MudLake,1,5/7/2018,NOVI,43000160469,32,F,A,,Y,0,1801000444,neg,0,,,0,0,,
MudLake,1,5/8/2018,NOVI,43000160754,32,M,A,,Y,0,1801000452,neg,0,,,0,0,,
MudLake,1,5/8/2018,NOVI,43000160798,32,F,A,,Y,0,1801000558,neg,0,,Gravid,0,0,,
MudLake,1,5/8/2018,NOVI,43000160716,32,M,A,,Y,0,1801000564,neg,0,,,0,0,,
MudLake,1,5/9/2018,NOVI,43000160733,32,M,A,,Y,0,1802000013,neg,0,,,0,0,,
MudLake,1,5/9/2018,NOVI,43000160380,32,M,A,,Y,0,1802000016,neg,0,,,0,0,,
MudLake,1,5/9/2018,NOVI,43000160736,32,F,A,,Y,0,1802000019,neg,0,,,0,0,,
MudLake,1,5/9/2018,NOVI,43000160356,32,F,A,,Y,0,1802000024,neg,0,,,0,0,,
MudLake,1,5/9/2018,NOVI,43000160707,32,F,A,,Y,0,1802000030,neg,0,,,0,0,,
MudLake,1,5/10/2018,NOVI,43000160735,32,M,A,,Y,0,1802000150,neg,0,,,0,0,,
MudLake,1,5/29/2018,NOVI,43000160794,32,M,A,,Y,0,1802000175,neg,0,,Swabbed after exposed to MS-222,0,0,,
MudLake,1,5/30/2018,NOVI,43000160584,32,M,A,,Y,0,1802000221,neg,0,18ARMI1254,Hg tail clip,0,0,,
MudLake,1,5/30/2018,NOVI,43000160799,32,M,A,,Y,0,1802000229,neg,0,18ARMI1239,Hg tail clip,0,0,,
MudLake,1,6/19/2018,NOVI,43000160436,32,U,A,,Y,0,1802500022,neg,0,,,0,0,,
MudLake,1,6/19/2018,NOVI,43000160588,32,M,A,,Y,0,1802500027,neg,0,,,0,0,,
MudLake,1,6/20/2018,NOVI,43000160718,32,U,A,,Y,0,1802500082,neg,0,,,0,0,,
MudLake,1,6/20/2018,NOVI,43000160592,32,U,A,,Y,0,1802500085,neg,0,,,0,0,,
MudLake,1,6/20/2018,NOVI,43000160495,32,M,A,,Y,0,1802500089,neg,0,,"Large tail fin., but no thigh pads",0,0,,
MudLake,1,6/21/2018,NOVI,43000160664,32,U,A,,Y,0,1802500121,neg,0,,,0,0,,
MudLake,1,5/6/2019,NOVI,1903400034,32,F,A,,Y,0,1903400034,neg,0,,"102-245
102-246",0,0,,
MudLake,2,5/7/2019,NOVI,1903600060,32,M,A,,Y,0,1903600060,neg,0,,"103-0329
103-0330",0,0,,
EmmaCarlin,1,4/30/2019,NOVI,1904600037,32,F,A,,Y,0,1904600037,neg,0,,,0,0,,
MudLake,1,5/7/2019,NOVI,1904600112,32,M,A,,Y,0,1904600112,neg,0,,103-0286,0,0,,
MudLake,1,5/7/2019,NOVI,1904600121,32,M,A,,Y,0,1904600121,neg,0,,104-0358,0,0,,
MudLake,1,5/7/2019,NOVI,1904600123,32,M,A,,Y,0,1904600123,neg,0,,"104-0356
104-0357",0,0,,
MudLake,1,5/7/2019,NOVI,1904600129,32,M,A,,Y,0,1904600129,neg,0,,104-0353,0,0,,
MudLake,1,5/7/2019,NOVI,1904600132,32,M,A,,Y,0,1904600132,neg,0,,103-0321,0,0,,
MudLake,3,5/9/2019,NOVI,1904600162,32,M,A,,Y,0,1904600162,neg,0,,105-0376,0,0,,
MudLake,1,5/28/2019,NOVI,1905100174,32,M,A,,Y,0,1905100174,neg,0,19ARMI0259,,0,0,,
MudLake,1,5/28/2019,NOVI,1905100175,32,F,A,,Y,0,1905100175,neg,0,19ARMI0219,Gravid,0,0,,
MudLake,1,5/28/2019,NOVI,1905100184,32,F,A,,Y,0,1905100184,neg,0,19ARMI0272,,0,0,,
MudLake,1,5/28/2019,NOVI,1905100188,32,M,A,,Y,0,1905100188,neg,0,19ARMI0199,,0,0,,
MudLake,1,5/28/2019,NOVI,43000160369,32,M,A,,Y,0,1905100190,neg,0,19ARMI0226,,0,0,,
MudLake,1,5/29/2019,NOVI,1905100201,32,M,A,,Y,0,1905100201,neg,0,19ARMI0212,VIE Red,0,0,,
MudLake,1,5/29/2019,NOVI,1905100204,32,F,A,,Y,0,1905100204,neg,0,19ARMI0292,,0,0,,
MudLake,1,5/30/2019,NOVI,1905100264,32,F,A,,Y,0,1905100264,neg,0,,,0,0,,
MudLake,1,5/30/2019,NOVI,1905100287,32,F,A,,Y,0,1905100287,neg,0,,Gravid,0,0,,
MudLake,1,5/31/2019,NOVI,1905100291,32,M,A,,Y,0,1905100291,neg,0,,,0,0,,
MudLake,1,4/20/2020,NOVI,2001500005,32,U,J,,Y,0,2001500005,neg,0,,,0,0,,
MudLake,1,4/22/2020,NOVI,2001500054,32,U,J,,Y,0,2001500054,neg,0,,,0,0,,
MudLake,1,4/23/2020,NOVI,2001500069,32,M,A,,Y,0,2001500069,neg,0,,,0,0,,
MudLake,1,5/12/2020,NOVI,2001500219,32,F,A,,Y,0,2001500219,neg,0,,Recap? Orange tail,0,0,,
MudLake,1,5/11/2020,NOVI,2001500221,32,F,A,,Y,0,2001500221,neg,0,,,0,0,,
MudLake,1,5/11/2020,NOVI,2001500224,32,M,A,,Y,0,2001500224,neg,0,,,0,0,,
EmmaCarlin,1,5/4/2020,NOVI,2002300099,32,U,J,,Y,0,2002300099,neg,0,,,0,0,,
EmmaCarlin,1,5/4/2020,NOVI,2002300101,32,F,A,,Y,0,2002300101,neg,0,,,0,0,,
MudLake,1,5/12/2020,NOVI,2002300143,32,M,A,,Y,0,2002300143,neg,0,,,0,0,,
MudLake,1,5/12/2020,NOVI,2002300144,32,M,A,,Y,0,2002300144,neg,0,,,0,0,,
MudLake,1,5/14/2020,NOVI,2002400139,32,M,A,,Y,0,2002400139,neg,0,,,0,0,,
MudLake,1,5/14/2020,NOVI,2002400140,32,M,A,,Y,0,2002400140,neg,0,,,0,0,,
MudLake,1,5/14/2020,NOVI,2002400156,32,M,A,,Y,0,2002400156,neg,0,,,0,0,,
MudLake,1,5/13/2020,NOVI,2002400192,32,M,A,,Y,0,2002400192,neg,0,,,0,0,,
EmmaCarlin,1,6/17/2020,NOVI,2002700121,32,U,A,,Y,0,2002700121,neg,0,,,0,0,,
EmmaCarlin,1,5/27/2020,NOVI,2002800116,32,F,A,,Y,0,2002800116,neg,0,20ARMI1665,,0,0,,
MudLake,1,4/20/2021,NOVI,2101200019,32,F,A,,Y,0,2101200019,neg,0,,,0,0,,
MudLake,1,4/20/2021,NOVI,2101200022,32,F,A,,Y,0,2101200022,neg,0,,,0,0,,
MudLake,1,4/21/2021,NOVI,2101200032,32,M,A,,Y,0,2101200032,neg,0,,,0,0,,
MudLake,1,4/21/2021,NOVI,2101200036,32,M,A,,Y,0,2101200036,neg,0,,,0,0,,
MudLake,1,4/21/2021,NOVI,2101200040,32,M,A,,Y,0,2101200040,neg,0,,,0,0,,
MudLake,3,4/21/2021,NOVI,2101200047,32,F,A,,Y,0,2101200047,neg,0,,,0,0,,
MudLake,2,4/23/2021,NOVI,2101200101,32,M,A,,Y,0,2101200101,neg,0,,,0,0,,
MudLake,1,4/23/2021,NOVI,2101200105,32,M,A,,Y,0,2101200105,neg,0,,,0,0,,
MudLake,1,5/13/2021,NOVI,2101500009,32,M,A,,Y,0,2101500009,neg,0,,,0,0,,
MudLake,1,5/13/2021,NOVI,2101500013,32,M,A,,Y,0,2101500013,neg,0,,Shedding skin,0,0,,
MudLake,1,5/10/2021,NOVI,2101500137,32,U,J,,Y,0,2101500137,neg,0,,,0,0,,
