Site,SubSite,CaptureDate,Species,PondLocation,IndividualID,Sex,Age,SVLmm,MassG,BdSample,SwabLost,SwabID,BdResult,TargetCopies/swab,HgSampleID,Notes,potential_injury_effect,flagged,reason,dead,HP,Abundance,Area,Density,Temp,Temp_1w,Temp_2w,Temp_3w,Temp_4w,Air_Max,Air_Max1,Air_Max2,Air_Max3,Air_Max4,Site_temp,Site_temp1,Site_temp2,Site_temp3,Site_temp4
ScotiaBarrens,SC37,6/15/2021,NOVI,,BRRxRB,M,,38,,Y,0,2001400169,pos,7231.288773,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC38,6/15/2021,NOVI,,BRYOYY,F,,40,,Y,0,2001400148,pos,117.1507711,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,BxBBRB,F,,38,,Y,0,2001400192,pos,2381.356767,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,BxRYRB,M,,43,,Y,0,2001400172,pos,2915.548646,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/15/2021,NOVI,,BxxYxx,M,,42,,Y,0,2001400223,pos,786.3520206,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,A11,6/15/2021,NOVI,,BYOOBB,M,,45,,Y,0,2001400150,pos,442.4242937,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,A11,6/15/2021,NOVI,,BYRBBB,F,,37,,Y,0,2001400140,pos,45620.12972,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,OBOOYB,F,,46,,Y,0,2001400195,pos,102.3641615,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/15/2021,NOVI,,OBRORY,M,,36,,Y,0,2001400216,pos,396182.9558,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/15/2021,NOVI,,OBRRRY,M,,37,,Y,0,2001400218,pos,289377.5871,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,OBRYOB,M,,43,,Y,0,2001400171,pos,1101.067913,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,OBYYBY,F,,36,,Y,0,2001400183,pos,67182.10169,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,OOBRBY,F,,36,,Y,0,2001400177,pos,34688.57075,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC38,6/15/2021,NOVI,,OOBxOB,M,,40,,Y,0,2001400154,pos,13037.92872,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/15/2021,NOVI,,OOOBRY,M,,35,,Y,0,2001400230,pos,78796.12196,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,A11,6/15/2021,NOVI,,OOORBB,M,,43,,Y,0,2001400152,pos,1086.163479,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC38,6/15/2021,NOVI,,OORxOB,M,,41,,Y,0,2001400147,pos,13853.12509,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/15/2021,NOVI,,OOxRRR,F,,40,,Y,0,2001400215,pos,134256.1722,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,A11,6/15/2021,NOVI,,OOYRBB,M,,44,,Y,0,2001400141,pos,13.0824273,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC38,6/15/2021,NOVI,,ORROYY,M,,38,,Y,0,2001400149,pos,41781.06831,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/15/2021,NOVI,,RBBYRY,F,,38,,Y,0,2001400224,pos,907330.629,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC38,6/15/2021,NOVI,,RBYBYY,F,,41,,Y,0,2001400158,pos,17370.07434,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,RORRBY,M,,40,,Y,0,2001400185,pos,10973.2274,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,RORROB,M,,38,,Y,0,2001400181,pos,9054.776501,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,RRxxRB,F,,40,,Y,0,2001400233,pos,1883.732354,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,RRxxYO,F,,43,,Y,0,2001400186,pos,1007.036566,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,RxBxBY,M,,39,,Y,0,2001400190,pos,22550.11813,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,RxOxBY,M,,37,,Y,0,2001400187,pos,75897.56429,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,RxRxBY,F,,35,,Y,0,2001400176,pos,65242.09938,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,RxxBBY,M,,36,,Y,0,2001400174,pos,156609.4463,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,RxYxBY,F,,40,,Y,0,2001400235,pos,31254.08132,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,xBxOBY,F,,40,,Y,0,2001400184,pos,14639.26745,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,xBxRBY,M,,37,,Y,0,2001400197,pos,37875.93667,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,xBxROB,M,,40,,Y,0,2001400180,pos,2971.712338,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,xBxYBY,M,,37,,Y,0,2001400173,pos,26430.4242,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/15/2021,NOVI,,xBxYRR,M,,41,,Y,0,2001400222,pos,3764.4356,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,A11,6/15/2021,NOVI,,xBYRxx,F,,41,,Y,0,2001400153,pos,785.8163516,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,xOBxBY,F,,36,,Y,0,2001400189,pos,6577.77894,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC38,6/15/2021,NOVI,,xOxRYY,M,,37,,Y,0,2001400161,pos,3695.807497,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC38,6/15/2021,NOVI,,xOxYYY,F,,36,,Y,0,2001400200,pos,506332.943,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,xOYxBY,M,,40,,Y,0,2001400188,pos,8429.531789,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC38,6/15/2021,NOVI,,xROxYY,M,,36,,Y,0,2001400157,pos,46976.66419,,O mid body near hind legs,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC38,6/15/2021,NOVI,,xRxOYY,M,,37,,Y,0,2001400159,pos,159408.8902,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC38,6/15/2021,NOVI,,xRxRYY,F,,38,,Y,0,2001400166,pos,552.8574417,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC38,6/15/2021,NOVI,,xRxYYY,M,,38,,Y,0,2001400162,pos,424699.9731,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC38,6/15/2021,NOVI,,xxBYOB,M,,37,,Y,0,2001400163,pos,340.5617561,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/15/2021,NOVI,,xYBOxx,M,,39,,Y,0,2001400220,pos,2236.647144,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,xYBxBY,F,,40,,Y,0,2001400193,pos,100.7036566,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,xYOxBY,M,,38,,Y,0,2001400170,pos,55625.8512,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,xYRxBY,M,,39,,Y,0,2001400198,pos,474269.7355,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,xYxBBY,M,,38,,Y,0,2001400191,pos,294952.0143,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,xYxOBY,F,,43,,Y,0,2001400194,pos,3550.165137,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,xYxRBY,M,,37,,Y,0,2001400168,pos,45156.19425,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,xYxYBY,M,,34,,Y,0,2001400234,pos,872763.7017,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,xYYxBY,M,,38,,Y,0,2001400179,pos,23157.448,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC38,6/15/2021,NOVI,,YBBBYY,F,,42,,Y,0,2001400155,pos,695.5795556,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/15/2021,NOVI,,YBxBRR,F,,37,,Y,0,2001400231,pos,1080.258349,,Y floater,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/15/2021,NOVI,,YBYxYB,F,,43,,Y,0,2001400196,pos,968.0112366,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC38,6/15/2021,NOVI,,YOYOYY,M,,41,,Y,0,2001400164,pos,6754.934626,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/15/2021,NOVI,,YRBRRR,M,,43,,Y,0,2001400214,pos,1087.644798,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/15/2021,NOVI,,YROBBB,F,,40,,Y,0,2001400175,pos,85161.36933,,RM pos. 6,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/15/2021,NOVI,,YROORY,F,,39,,Y,0,2001400232,pos,96669.28525,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/15/2021,NOVI,,YRORRY,M,,33,,Y,0,2001400219,pos,225347.5681,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/15/2021,NOVI,,YROYRY,F,,37,,Y,0,2001400229,pos,124052.2305,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/15/2021,NOVI,,YRRBBO,F,,41,,Y,0,2001400221,pos,493389.8984,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/15/2021,NOVI,,YRRBRY,F,,40,,Y,0,2001400213,pos,41356.17431,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/15/2021,NOVI,,YRRYRY,M,,36,,Y,0,2001400217,pos,558157.0279,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/15/2021,NOVI,,YxORxx,M,,43,,Y,0,2001400225,pos,1641.489832,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,A11,6/15/2021,NOVI,,YxxBBB,F,,41,,Y,0,2001400151,pos,101.0473592,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/16/2021,NOVI,,BOYxRR,M,,41,,Y,0,2001600169,pos,954.2574125,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC38,6/16/2021,NOVI,,BRYOBB,M,,39,,Y,0,2001400209,pos,2047.031632,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/16/2021,NOVI,,BxOYRR,M,,42,,Y,0,2001600182,pos,294.349654,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC38,6/16/2021,NOVI,,BYOBYY,F,,38,,Y,0,2001400210,pos,35308.64004,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC38,6/16/2021,NOVI,,OBRYYY,F,,38,,Y,0,2001400208,pos,12245.6435,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/16/2021,NOVI,,OBxxRY,F,,37,,Y,0,2001600162,pos,63228.72616,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/16/2021,NOVI,,OORBBO,M,,35,,Y,0,2001600153,pos,149.1110659,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/16/2021,NOVI,,OOYRRR,M,,41,,Y,0,2001600168,pos,502.8943182,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/16/2021,NOVI,,OYxBRR,M,,43,,Y,0,2001600180,pos,424.6999731,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/16/2021,NOVI,,RBBORY,F,,36,,Y,0,2001600184,pos,49305.37975,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/16/2021,NOVI,,RxBRRR,F,,41,,Y,0,2001600171,pos,388.6953208,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/16/2021,NOVI,,RYOORY,F,,38,,Y,0,2001600187,pos,25492.88692,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/16/2021,NOVI,,xBBORR,M,,41,,Y,0,2001600185,pos,100.1561625,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC38,6/16/2021,NOVI,,xRxBYY,M,,39,,Y,0,2001400227,pos,15043.78669,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/16/2021,NOVI,,xxRRRY,F,,39,,Y,0,2001600167,pos,58742.48483,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/16/2021,NOVI,,YBORRY,M,,40,,Y,0,2001600164,pos,22199.44279,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/16/2021,NOVI,,YRBORY,M,,36,,Y,0,2001600166,pos,3238.142123,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/16/2021,NOVI,,YRBRRY,M,,35,,Y,0,2001600186,pos,45495.94955,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/16/2021,NOVI,,YRBYRY,M,,39,,Y,0,2001600165,pos,8136.062655,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/16/2021,NOVI,,YROBRY,M,,37,,Y,0,2001600163,pos,22719.78526,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/16/2021,NOVI,,YRYBRY,F,,37,,Y,0,2001600160,pos,34079.39075,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/16/2021,NOVI,,YRYOBO,M,,36,,Y,0,2001600172,pos,36532.40535,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/16/2021,NOVI,,YRYORY,M,,38,,Y,0,2001600161,pos,31084.1627,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/16/2021,NOVI,,YRYYRY,M,,36,,Y,0,2001600170,pos,55285.74417,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC38,6/16/2021,NOVI,,YxxRYY,M,,40,,Y,0,2001400211,pos,22063.71118,,Regenerating left hand,1,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC38,6/16/2021,NOVI,,YYYBYY,M,,39,,Y,0,2001400207,pos,81028.65146,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/18/2021,NOVI,,BxBRRR,M,,41,,Y,0,2001600011,pos,1538.591646,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,A11,6/18/2021,NOVI,,BxBxBB,F,,39,,Y,0,2001600194,pos,1067.088923,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/18/2021,NOVI,,OOYROB,M,,42,,Y,0,2001600018,pos,1013.231657,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/18/2021,NOVI,,ORBxRR,F,,42,,Y,0,2001600038,pos,6057.171398,,Double swabbed: 2001600036,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/18/2021,NOVI,,OxBORR,M,,40,,Y,0,2001600022,pos,12922.93947,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/18/2021,NOVI,,OxxBBY,F,,36,,Y,0,2001600002,pos,167425.1195,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/18/2021,NOVI,,OxxOBY,M,,39,,Y,0,2001600012,pos,15084.84837,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/18/2021,NOVI,,OxxRBY,M,,46,,Y,0,2001600014,pos,15789.53356,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/18/2021,NOVI,,OxxYBY,M,,38,,Y,0,2001600008,pos,4571.348723,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/18/2021,NOVI,,OYBORR,M,,40,,Y,0,2001600032,pos,2020.698822,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/18/2021,NOVI,,OYYOOB,F,,39,,Y,0,2001600028,pos,27458.51739,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/18/2021,NOVI,,RBYYRB,M,,46,,Y,0,2001600017,pos,1541.740236,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/18/2021,NOVI,,RRYBOB,F,,38,,Y,0,2001600027,pos,4497.194381,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/18/2021,NOVI,,RxOxRR,M,,44,,Y,0,2001600039,pos,160.827322,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/18/2021,NOVI,,RxxOBY,F,,39,,Y,0,2001600016,pos,423543.9195,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/18/2021,NOVI,,RxxRBY,M,,38,,Y,0,2001600021,pos,37644.356,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/18/2021,NOVI,,RYBORY,F,,41,,Y,0,2001600023,pos,2467.252702,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/18/2021,NOVI,,RYBRBO,M,,41,,Y,0,2001600037,pos,34949.56763,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/18/2021,NOVI,,xBBxBY,M,,40,,Y,0,2001600001,pos,20836.22977,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/18/2021,NOVI,,xBOxBY,M,,43,,Y,0,2001600013,pos,11314.93149,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/18/2021,NOVI,,xBRxBY,F,,41,,Y,0,2001600003,pos,7831.43475,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/18/2021,NOVI,,xBxBBY,M,,40,,Y,0,2001600004,pos,60778.44585,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/18/2021,NOVI,,xBxRBY,M,,41,,Y,0,2001600015,pos,4311.149025,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/18/2021,NOVI,,xBYxBY,F,,38,,Y,0,2001600009,pos,346885.7075,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,A11,6/18/2021,NOVI,,xRBxBB,M,,38,,Y,0,2001600179,pos,1811.967071,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/18/2021,NOVI,,xRRRYB,M,,43,,Y,0,2001600020,pos,1581.106746,,RM pos. 2 & 4,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/18/2021,NOVI,,xRRxBY,M,,40,,Y,0,2001600019,pos,90116.87356,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,A11,6/18/2021,NOVI,,xRxYBB,M,,37,,Y,0,2001600178,pos,40189.31872,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,A11,6/18/2021,NOVI,,xRYxBB,F,,45,,Y,0,2001600007,pos,16903.00248,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,6/18/2021,NOVI,,xxRBYB,M,,43,,Y,0,2001600025,pos,5858.258498,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC38,6/18/2021,NOVI,,xxROYY,M,,40,,Y,0,2001600006,pos,152294.4885,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/18/2021,NOVI,,YBROBO,M,,38,,Y,0,2001600030,pos,8464.067654,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,A11,6/18/2021,NOVI,,YBYYxx,M,,43,,Y,0,2001600177,pos,33.77882434,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/18/2021,NOVI,,YOORRY,F,,42,,Y,0,2001600042,pos,56466.05824,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/18/2021,NOVI,,YORBRY,M,,35,,Y,0,2001600035,pos,101185.1685,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/18/2021,NOVI,,YORORY,F,,43,,Y,0,2001600040,pos,20386.79146,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/18/2021,NOVI,,YORRRY,M,,36,,Y,0,2001600034,pos,58822.59834,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,A11,6/18/2021,NOVI,,YRxRRB,F,,44,,Y,0,2001600193,pos,3398.662502,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/18/2021,NOVI,,YRYRBO,M,,40,,Y,0,2001600031,pos,1720.514906,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/18/2021,NOVI,,YxBBRR,F,,37,,Y,0,2001600041,pos,1596.262935,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,A11,6/18/2021,NOVI,,YxOOBB,F,,41,,Y,0,2001600188,pos,1674.251195,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,A11,6/18/2021,NOVI,,YYBOBB,F,,42,,Y,0,2001600176,pos,1166.727618,,RM pos. 3,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC38,6/18/2021,NOVI,,YYBOYY,F,,39,,Y,0,2001600005,pos,11659.32834,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,6/25/2021,NOVI,,RYxxRY,M,,36,,Y,0,2001600117,pos,34242.34046,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,7/12/2021,NOVI,,OYxYOB,M,,42,,Y,0,2001600367,pos,2732.785,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,A11,7/12/2021,NOVI,,RBxxOB,F,,41,,Y,0,2001600134,pos,4491.069421,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,A11,7/12/2021,NOVI,,RRBYBB,M,,47,,Y,0,2001600137,pos,157.1439559,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,7/12/2021,NOVI,,RxYOBY,F,,39,,Y,0,2001600373,pos,3275.872426,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,A11,7/12/2021,NOVI,,xOxBBB,M,,40,,Y,0,2001600135,pos,6965.281931,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,A11,7/12/2021,NOVI,,YBOOBB,M,,42,,Y,0,2001600138,pos,406.575981,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,7/12/2021,NOVI,,YBOxRB,M,,38,,Y,0,2001600371,pos,325.3625214,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,SC37,7/12/2021,NOVI,,YOROBY,M,,42,,Y,0,2001600378,pos,1771.675167,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,A11,7/12/2021,NOVI,,YxxBBB,F,,44,,Y,0,2001600139,pos,861.5365569,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,7/13/2021,NOVI,,BBBxRR,M,,42,,Y,0,2001600358,pos,7426.045079,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,7/13/2021,NOVI,,BxBRRR,M,,40,,Y,0,2001600355,pos,968.0112366,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,7/13/2021,NOVI,,OOORBO,F,,37,,Y,0,2001600340,pos,8680.187596,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,7/13/2021,NOVI,,OOOYRY,F,,40,,Y,0,2001600339,pos,3387.102288,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,7/13/2021,NOVI,,OOYRBO,M,,39,,Y,0,2001600362,pos,22488.73563,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,7/13/2021,NOVI,,OOYRRY,F,,36,,Y,0,2001600347,pos,11485.83917,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,7/13/2021,NOVI,,ORBORR,F,,42,,Y,0,2001600353,pos,42.15283926,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,7/13/2021,NOVI,,OxBORR,M,,38,,Y,0,2001600342,pos,769.390376,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,7/13/2021,NOVI,,OYYBRR,M,,41,,Y,0,2001600343,pos,32937.79671,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,7/13/2021,NOVI,,RBYBRY,F,,42,,Y,0,2001600359,pos,5818.473702,,R floater,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,7/13/2021,NOVI,,RxxRRR,M,,46,,Y,0,2001600360,pos,215.8779604,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,7/13/2021,NOVI,,RxYRRR,F,,41,,Y,0,2001600356,pos,49.00391729,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,7/13/2021,NOVI,,RYRxRR,M,,39,,Y,0,2001600344,pos,2314.167297,,,,0,,,,,,,,,,,,,,,,,,,,,
ScotiaBarrens,P1,7/13/2021,NOVI,,RYYBYO,M,,40,,Y,0,2001600364,pos,88.65503859,,,,0,,,,,,,,,,,,,,,,,,,,,
