Site,SubSite,CaptureDate,Species,IndividualID,Sex,Age,SVLmm,MassG,BdSample,SwabLost,SwabID,BdResult,TargetCopies/swab,HgSampleID,Notes,potential_injury_effect,flagged,reason,
Blackrock-C,ML,5/14/2018,ANBO,147357132A,M,,81.1,52,N,,,,,,captured S. ML 5/13,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,3291842,M,,80.7,52,Y,0,2002200083,pos,3284.81,,,0,0,,
Blackrock-C,QU,5/6/2019,ANBO,147361790A,M,,79.4,52,Y,0,1902500013,pos,7325.52,19ARMI2753,,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,147356261A,M,,76.9,52,N,,,,,,"captured QU 5/3, 5/5 and 5/8",0,0,,
Blackrock-C,QU,5/16/2019,ANBO,147335693A,M,,76.8,52,Y,0,1902500129,pos,453103.13,,,0,0,,
Blackrock-C,OX,6/3/2019,ANBO,152206147A,M,,76.7,52,Y,0,1902500189,pos,247230.17,,severe pink on arm and belly,1,0,,
Blackrock-C,QU,5/25/2019,ANBO,147345180A,M,,76.6,52,N,,,,,,,0,0,,
Blackrock-C,QU,5/12/2019,ANBO,3300259,M,,76.59,52,Y,0,1902500094,pos,83.15,,,0,0,,
Blackrock-C,QU,5/15/2018,ANBO,147364640A,M,,76.2,52,N,,,,,,,0,0,,
Blackrock-C,QU,5/12/2019,ANBO,152205512A,M,,74.67,52,Y,0,1902500078,pos,1938.42,,,0,0,,
Blackrock-C,QU,5/21/2019,ANBO,152206102A,M,,74.5,52,N,,,,,,,0,0,,
Blackrock-C,QU,5/15/2018,ANBO,147352477A,M,,74.1,52,N,,,,,,,0,0,,
Blackrock-C,QU,5/8/2018,ANBO,147335762A,M,,73.9,52,N,,,,,,,0,0,,
Blackrock-C,QU,5/6/2019,ANBO,3272783,M,,73.8,52,Y,0,1902500025,neg,0,,already had toe clipped,0,0,,
Blackrock-C,QU,5/26/2020,ANBO,147345480A,M,,73.1,52,N,,,,,,,0,0,,
Blackrock-C,QU,5/16/2019,ANBO,3300259,M,,73.09,52,Y,0,1902500156,neg,0,,,0,0,,
Blackrock-H,HE,5/31/2021,ANBO,3788101,M,,72.9,52,N,,,,,,,0,0,,
Blackrock-C,QU,5/5/2018,ANBO,147364633A,M,,72.9,52,N,,,,,,,0,0,,
Blackrock-C,SP,5/31/2018,ANBO,152135445A,M,,72.1,52,Y,0,1800700025,pos,412.16,,,0,0,,
Blackrock-C,QU,5/16/2019,ANBO,147345114A,M,,72.01,52,Y,0,1902500122,pos,279493.47,,discolored (orange) wart-- photo taken,1,0,,
Blackrock-H,HE,5/28/2020,ANBO,70616259,M,,72,52,N,,,,,,,0,0,,
Blackrock-C,OX,5/29/2018,ANBO,152129633A,M,,71.5,52,Y,0,1800900038,pos,21.90,18ARMI1427,,0,0,,
Blackrock-C,QU,5/3/2018,ANBO,147357397A,M,,71.5,52,N,,,,,,,0,0,,
Blackrock-C,QU,5/26/2020,ANBO,147349443A,M,,71.5,52,N,,,,,,,0,0,,
Blackrock-H,HE,6/9/2020,ANBO,3303575,M,,70.9,52,Y,0,1603600175,pos,3606.25,,,0,0,,
Blackrock-C,QU,5/12/2019,ANBO,3272783,M,,70.68,52,Y,0,1902500097,neg,0,,slight pink on inner thigh,1,0,,
Blackrock-C,QU,5/7/2020,ANBO,3295839,M,,69.5,52,N,,,,,,,0,0,,
Blackrock-H,HE,5/28/2020,ANBO,152128103A,M,,69.2,52,Y,0,1603600183,pos,885342.95,,Pink on belly,1,0,,
Blackrock-C,QU,5/16/2020,ANBO,3004355,M,,68.6,52,N,,,,,,,0,0,,
Blackrock-C,QU,5/5/2018,ANBO,147338630A,M,,66,52,N,,,,,,Lesion on right elbow ,1,0,,
Blackrock-C,QU,5/26/2020,ANBO,152204486A,M,,65.8,52,N,,,,,,,0,0,,
Blackrock-C,QU,5/5/2018,ANBO,147346320A,M,,64.9,52,Y,0,1800700176,pos,962.75,,,0,0,,
Blackrock-H,HE,6/9/2020,ANBO,3788101,M,,62.9,52,Y,0,1603600179,pos,463092.04,,,0,0,,
Blackrock-C,QU,5/3/2018,ANBO,982000356901733,M,,73.4,51.9,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,3264519,M,,75.4,51.7,N,,,,,,,0,0,,
Blackrock-H,HE,5/18/2021,ANBO,3303575,M,,72.5,51.5,Y,0,2002200027,pos,45.59,,,0,0,,
Blackrock-H,HE,5/18/2021,ANBO,3294081,M,,77.4,51.3,Y,0,2002200036,neg,0,,,0,0,,
Blackrock-C,QU,5/5/2020,ANBO,147353351A,M,,68.7,51.3,Y,1,1603700149,,,,,0,0,,
Blackrock-C,QU,5/5/2020,ANBO,147352167A,M,,79,51.2,Y,1,1603700136,,,,,0,0,,
Blackrock-H,HE,5/18/2021,ANBO,3303626,M,,74.9,51.2,Y,0,2002200032,neg,0,,,0,0,,
Blackrock-H,HE,5/31/2018,ANBO,3294773,M,,80.4,51,Y,0,1800700028,pos,39.16,,,0,0,,
Blackrock-C,QU,5/15/2018,ANBO,147349443A,M,,79,51,N,,,,,,captured QU 5/3 and 5/5,0,0,,
Blackrock-C,QU,5/25/2019,ANBO,3799862,M,,77.6,51,N,,,,,,,0,0,,
Blackrock-C,MW,6/3/2019,ANBO,152133360A,M,,77.2,51,Y,0,1902500206,pos,3655730.85,,leech on chin,1,0,,
Blackrock-C,SP,5/8/2018,ANBO,147359453A,M,,77.1,51,Y,0,1800700121,pos,8562.69,18ARMI1402,,0,0,,
Blackrock-C,OX,6/3/2019,ANBO,152129633A,M,,76.7,51,Y,0,1902500190,pos,759.49,,,0,0,,
Blackrock-C,QU,5/21/2019,ANBO,3295356,M,,75.54,51,N,,,,,,,0,0,,
Blackrock-C,ML,5/13/2018,ANBO,147353232A,M,,75.5,51,N,,,,,,,0,0,,
Blackrock-C,QU,5/25/2019,ANBO,3297577,M,,75.4,51,N,,,,,,,0,0,,
Blackrock-C,QU,5/15/2018,ANBO,147351395A,M,,74.1,51,N,,,,,,,0,0,,
Blackrock-C,QU,5/21/2019,ANBO,3292283,M,,73.9,51,N,,,,,,severe pink on both thighs,1,0,,
Blackrock-C,QU,5/8/2018,ANBO,147349113A,M,,73.9,51,N,,,,,,,0,0,,
Blackrock-C,OX,6/6/2019,ANBO,152129633A,M,,73.4,51,Y,0,1902500231,pos,1750.08,,,0,0,,
Blackrock-C,QU,5/15/2018,ANBO,147352477A,M,,73.4,51,N,,,,,,?-see above (duplicate?),0,0,,
Blackrock-C,QU,5/28/2021,ANBO,3291883,M,,73.2,51,N,,,,,,,0,0,,
Blackrock-C,QU,5/21/2019,ANBO,147358533A,M,,73.14,51,N,,,,,,,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,101264055,F,,71.3,51,Y,0,1800900054,pos,10562.37,,on recap list,0,0,,
Blackrock-H,HE,6/4/2019,ANBO,152128522A,M,,71.2,51,Y,0,1902500227,pos,6622.76,,,0,0,,
Blackrock-C,ML,6/2/2020,ANBO,152205300A,M,,71.2,51,Y,0,1902500265,pos,88897.02,,,0,0,,
Blackrock-C,QU,5/8/2018,ANBO,982000356901780,M,,71,51,N,,,,,,,0,0,,
Blackrock-C,QU,5/16/2020,ANBO,3010621,M,,70.6,51,N,,,,,,,0,0,,
Blackrock-C,QU,5/5/2018,ANBO,147354683A,M,,70.5,51,N,,,,,,,0,0,,
Blackrock-C,QU,5/5/2018,ANBO,982000356901733,M,,70,51,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,3291079,M,,70,51,N,,,,,,,0,0,,
Blackrock-C,QU,5/15/2018,ANBO,147357173A,M,,69.5,51,N,,,,,,,0,0,,
Blackrock-H,HE,5/28/2019,ANBO,147357525A,M,,69.3,51,Y,0,1902500182,neg,0,,,0,0,,
Blackrock-C,QU,5/15/2018,ANBO,147362546A,M,,69,51,N,,,,,,,0,0,,
Blackrock-C,ML,6/2/2020,ANBO,152205685A,M,,68.9,51,Y,0,1902500268,pos,79172.88,,,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,3297577,M,,68.6,51,N,,,,,,,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,152205521A,M,,67,51,N,,,,,,,0,0,,
Blackrock-C,OX,6/3/2018,ANBO,101357282,M,,66.6,51,Y,0,1800700015,pos,131181.35,18ARMI1401,,0,0,,
Blackrock-C,QU,5/26/2020,ANBO,3809126,M,,66.2,51,Y,0,1603600228,pos,1110.87,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,152205327A,M,,79.7,50.9,N,,,,,,,0,0,,
Blackrock-C,QU,5/3/2018,ANBO,147353250A,M,,64,50.9,Y,0,1800700353,neg,0,,Big leech (removed),1,0,,
Blackrock-C,ML,5/27/2021,ANBO,3285772,M,,76.1,50.8,N,,,,,,,0,0,,
Blackrock-C,ML,5/25/2021,ANBO,3297375,M,,69.9,50.7,Y,0,2002200095,pos,34901.97,,,0,0,,
Blackrock-C,QU,5/5/2020,ANBO,147345696A,M,,68.5,50.7,Y,1,1603600068,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,3294290,M,,75.3,50.6,N,,,,,,,0,0,,
Blackrock-C,ML,5/25/2021,ANBO,3814869,M,,73.3,50.5,Y,0,2002200090,pos,1872.21,,,0,0,,
Blackrock-C,QU,5/13/2021,ANBO,152206632A,M,,79.1,50.3,N,,,,,,,0,0,,
Blackrock-C,ML,5/25/2021,ANBO,147367363A,M,,78.4,50.3,Y,0,2002200091,neg,0,,,0,0,,
Blackrock-C,OX,5/17/2021,ANBO,152129633A,M,,64.1,50.3,Y,0,2002200099,pos,9426.24,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,3294290,M,,80.3,50.2,N,,,,,,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,3285862,M,,78.6,50.2,N,,,,,,,0,0,,
Blackrock-H,HE,5/28/2019,ANBO,101323895,M,,80.7,50,Y,0,1902500186,pos,5028.94,,,0,0,,
Blackrock-C,QU,5/25/2019,ANBO,152206094A,M,,79,50,N,,,,,,,0,0,,
Blackrock-C,QU,5/16/2019,ANBO,3272783,M,,78.39,50,Y,0,1902500132,neg,0,,,0,0,,
Blackrock-C,QU,5/5/2018,ANBO,101590541,M,,77.9,50,N,,,,,,,0,0,,
Blackrock-C,MW,5/9/2020,ANBO,147367363A,M,,76,50,Y,1,1603600046,,,,,0,0,,
Blackrock-C,QU,5/25/2019,ANBO,3300259,M,,75.6,50,N,,,,,,,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,42089518,M,,74.6,50,N,,,,,,,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,151548222A,M,,74.5,50,N,,,,,,,0,0,,
Blackrock-C,QU,5/26/2020,ANBO,2894262,M,,73.4,50,Y,0,1603600230,pos,2749596.56,,,0,0,,
Blackrock-C,QU,5/9/2019,ANBO,3799094,M,,73.14,50,Y,0,1902500067,pos,117230.63,,,0,0,,
Blackrock-C,QU,5/12/2019,ANBO,3292559,M,,72.89,50,Y,0,1902500096,pos,4710.49,,bloody looking lesion or cyst on lower left back,1,0,,
Blackrock-C,QU,5/7/2020,ANBO,3288603,M,,72.5,50,N,,,,,,,0,0,,
Blackrock-C,QU,5/9/2019,ANBO,3290012,M,,71.48,50,Y,0,1902500064,neg,0,,two leeches removed from lower stomach,1,0,,
Blackrock-C,QU,5/8/2018,ANBO,147356192A,M,,71.4,50,N,,,,,,,0,0,,
Blackrock-C,QU,5/9/2019,ANBO,3295839,M,,71.25,50,Y,0,1902500050,pos,11055.79,,,0,0,,
Blackrock-C,ML,5/9/2018,ANBO,101590541,M,,71.2,50,Y,0,1800700116,pos,9147.81,18ARMI1405,,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,152206102A,M,,71.2,50,N,,,,,,severe pink in vent area/inner thighs,1,0,,
Blackrock-H,HE,6/4/2019,ANBO,3290102,M,,70.8,50,Y,0,1902500214,pos,544.26,19ARMI2777,,0,0,,
Blackrock-C,ML,5/13/2018,ANBO,147337355A,M,,70.5,50,Y,0,1800900066,pos,114545.74,,captured QU 5/8,0,0,,
Blackrock-C,QU,5/21/2019,ANBO,3274884,M,,70.04,50,N,,,,,,,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,147345180A,M,,68.8,50,N,,,,,,,0,0,,
Blackrock-C,QU,5/9/2019,ANBO,147339250A,M,,68.57,50,Y,0,1902500035,pos,7538.21,,little pink on inner thigh,1,0,,
Blackrock-C,QU,5/12/2019,ANBO,3297577,M,,68.55,50,Y,0,1902500102,pos,4340.63,,,0,0,,
Blackrock-C,QU,5/15/2018,ANBO,147356192A,M,,68.5,50,N,,,,,,captured QU 5/5 and 5/8,0,0,,
Blackrock-C,QU,5/16/2020,ANBO,3299337,M,,68.4,50,N,,,,,,,0,0,,
Blackrock-C,QU,5/25/2019,ANBO,147362132A,M,,68.2,50,N,,,,,,,0,0,,
Blackrock-C,QU,5/16/2019,ANBO,147345696A,M,,67.72,50,Y,0,1902500128,pos,10398.12,,,0,0,,
Blackrock-C,QU,5/25/2019,ANBO,3780322,M,,67.2,50,N,,,,,,,0,0,,
Blackrock-C,QU,5/25/2019,ANBO,3271119,M,,67,50,N,,,,,,,0,0,,
Blackrock-H,HE,5/28/2020,ANBO,70789873,M,,65.3,50,N,,,,,,,0,0,,
Blackrock-C,QU,5/5/2018,ANBO,147356192A,M,,62.6,50,N,,,,,,,0,0,,
Blackrock-C,QU,5/16/2020,ANBO,147367096A,M,,61.4,50,N,,,,,,,0,0,,
Blackrock-C,QU,5/16/2020,ANBO,152207007A,M,,,50,N,,,,,,,0,0,,
Blackrock-H,HE,5/18/2021,ANBO,3288894,M,,74.1,49.9,Y,0,2002200033,pos,527.46,,,0,0,,
Blackrock-C,ML,5/26/2021,ANBO,3288599,M,,74.8,49.8,N,,,,,,,0,0,,
Blackrock-C,QU,5/1/2021,ANBO,3295307,M,,73.9,49.3,Y,0,2002200145,neg,0,21ARMI1423,,0,0,,
Blackrock-C,ML,5/25/2021,ANBO,3285378,M,,79.5,49.2,Y,0,2002200056,pos,569.30,21ARMI1430,,0,0,,
Blackrock-C,ML,5/27/2021,ANBO,3301015,M,,73.1,49.2,N,,,,,,,0,0,,
Blackrock-C,QU,5/28/2021,ANBO,3280306,M,,79.3,49.1,N,,,,,,,0,0,,
Blackrock-C,ML,5/25/2021,ANBO,3300029,M,,75.6,49.1,Y,0,2002200054,pos,125668.82,,,0,0,,
Blackrock-C,ML,5/25/2021,ANBO,147352625A,M,,74.3,49.1,Y,0,2002200089,pos,369328.99,,,0,0,,
Blackrock-C,QU,5/5/2018,ANBO,147349443A,M,,76.7,49,N,,,,,,,0,0,,
Blackrock-C,ML,5/13/2018,ANBO,147345352A,M,,75.5,49,Y,0,1800900067,pos,699.86,,,0,0,,
Blackrock-C,ML,5/22/2018,ANBO,152204515A,M,,74.4,49,N,,,,,,captured ML 5/18,0,0,,
Blackrock-C,QU,5/9/2019,ANBO,3293618,M,,73.51,49,Y,0,1902500053,neg,0,19ARMI2028,,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,3780322,M,,73.4,49,N,,,,,,,0,0,,
Blackrock-C,QU,5/6/2021,ANBO,75058878,M,,73.3,49,Y,0,2002200134,pos,24.07,,,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,152205174A,M,,73.3,49,N,,,,,,,0,0,,
Blackrock-C,QU,5/25/2019,ANBO,152205751A,M,,73.2,49,N,,,,,,,0,0,,
Blackrock-C,QU,5/16/2020,ANBO,147367363A,M,,72.7,49,N,,,,,,,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,147357132A,M,,72.6,49,N,,,,,,captured ML 5/13 and 5/14,0,0,,
Blackrock-C,QU,5/25/2019,ANBO,147352625A,M,,72.6,49,N,,,,,,,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,147367115A,M,,72.3,49,N,,,,,,,0,0,,
Blackrock-C,QU,5/21/2019,ANBO,152205327A,M,,71.7,49,N,,,,,,had to switch calipers,0,0,,
Blackrock-C,QU,5/9/2019,ANBO,147349113A,M,,71.49,49,Y,0,1902500061,pos,7152.87,,,0,0,,
Blackrock-C,QU,5/9/2019,ANBO,147361790A,M,,71.34,49,Y,0,1902500070,pos,67826.10,,,0,0,,
Blackrock-C,ML,5/25/2021,ANBO,3794353,M,,71.3,49,Y,0,2002200093,pos,2360.35,,,0,0,,
Blackrock-C,QU,5/9/2019,ANBO,147355164A,M,,71.23,49,Y,0,1902500039,pos,62.50,19ARMI2024,,0,0,,
Blackrock-C,QU,5/26/2020,ANBO,70777571,M,,70,49,Y,0,1603700122,neg,0,,,0,0,,
Blackrock-C,ML,5/13/2018,ANBO,101378314,M,,69.7,49,Y,0,1800900060,pos,759.49,,"red coloration on throat, on Recap list",1,0,,
Blackrock-C,OX,5/27/2020,ANBO,152129633A,M,,69.7,49,Y,1,1603600213,,,,,0,0,,
Blackrock-H,HE,5/28/2020,ANBO,3796614,M,,69.4,49,Y,0,1603600189,pos,1319.88,19ARMI2049,,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,152170394A,M,,69.3,49,N,,,,,,,0,0,,
Blackrock-C,QU,5/16/2019,ANBO,3792328,M,,68.94,49,Y,0,1902500164,pos,9042.44,,,0,0,,
Blackrock-C,QU,5/16/2019,ANBO,147339250A,M,,68.25,49,Y,0,1902500136,pos,435544.18,,,0,0,,
Blackrock-C,ML,5/22/2018,ANBO,147356261A,M,,68,49,N,,,,,,"captured QU 5/3, 5/5, 5/8 and ML 5/18",0,0,,
Blackrock-H,HE,5/28/2020,ANBO,70793877,M,,67.1,49,N,,,,,,,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,3292283,M,,66.6,49,N,,,,,,,0,0,,
Blackrock-C,ML,5/22/2018,ANBO,147356245A,M,,66.3,49,N,,,,,,,0,0,,
Blackrock-C,QU,5/5/2018,ANBO,147352625A,M,,66,49,N,,,,,,Toes kept in individual bags post processing,0,0,,
Blackrock-H,HE,5/31/2018,ANBO,101363805,M,,65.1,49,Y,0,1800900016,neg,0,,,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,152206122A,M,,64.9,49,N,,,,,,,0,0,,
Blackrock-C,QU,5/16/2020,ANBO,152206266A,M,,64,49,N,,,,,,"toad caught 3 x; 16, 26may at QU and 3 jun at SP. First entry as 152206766A but subsequent two entries are ...6266A. So changed all to …6266A",0,0,,
Blackrock-C,QU,5/5/2018,ANBO,147355254A,M,,63.9,49,N,,,,,,,0,0,,
Blackrock-C,QU,5/16/2020,ANBO,70776099,M,,62.5,49,N,,,,,,,0,0,,
Blackrock-H,HE,5/28/2020,ANBO,70795010,M,,60.7,49,N,,,,,,,0,0,,
Blackrock-H,HE,5/30/2018,ANBO,3294598,M,,60.5,49,Y,0,1800900027,pos,74361.73,,,0,0,,
Blackrock-C,QU,5/6/2021,ANBO,3295839,M,,80.6,48.9,Y,0,2002200131,pos,1851.91,21ARMI1427,,0,0,,
Blackrock-C,QU,5/5/2020,ANBO,152170375A,M,,74.8,48.8,Y,1,1603700145,,,,,0,0,,
Blackrock-C,QU,5/5/2020,ANBO,3295839,M,,68,48.7,Y,1,1603700137,,,,,0,0,,
Blackrock-C,QU,5/12/2021,ANBO,75073312,M,,79.8,48.3,Y,0,2002200123,pos,467.21,,,0,0,,
Blackrock-H,HE,5/18/2021,ANBO,3275023,M,,74.3,48.3,Y,0,2002200047,pos,197.71,21ARMI1417,,0,0,,
Blackrock-C,QU,5/7/2020,ANBO,75050834,M,,79.2,48,N,,,,,,,0,0,,
Blackrock-C,QU,5/12/2019,ANBO,3799862,M,,78.66,48,Y,0,1902500106,pos,16983.82,,,0,0,,
Blackrock-C,QU,5/6/2019,ANBO,152205716A,M,,75.52,48,Y,0,1902500008,pos,20124.54,19ARMI2785,leech removed,1,0,,
Blackrock-C,QU,5/6/2019,ANBO,152137465A,M,,75.37,48,Y,0,1902500027,pos,2774.06,,already had toe clipped,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,3274884,M,,74.4,48,N,,,,,,,0,0,,
Blackrock-H,HE,5/18/2021,ANBO,152125420A,M,,74.1,48,Y,0,2002200028,pos,2175.02,,,0,0,,
Blackrock-C,OX,6/3/2019,ANBO,152135370A,M,,73.4,48,Y,0,1902500192,pos,14719.29,,,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,152205023A,M,,73,48,N,,,,,,,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,3292839,M,,72.9,48,N,,,,,,,0,0,,
Blackrock-C,QU,5/21/2019,ANBO,3316321,M,,72.89,48,N,,,,,,,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,147351390A,M,,72.5,48,N,,,,,,,0,0,,
Blackrock-C,ML,5/22/2018,ANBO,152135370A,M,,72.5,48,N,,,,,,,0,0,,
Blackrock-C,OX,6/3/2018,ANBO,152126246A,M,,71.9,48,Y,0,1800700018,pos,36507.52,18ARMI1417,captured ML 5/22,0,0,,
Blackrock-C,QU,5/26/2020,ANBO,3299337,M,,71.6,48,N,,,,,,,0,0,,
Blackrock-C,QU,5/21/2019,ANBO,147367363A,M,,71.14,48,N,,,,,,,0,0,,
Blackrock-C,QU,5/15/2018,ANBO,147335762A,M,,70.9,48,N,,,,,,captured in QU 5/8,0,0,,
Blackrock-C,ML,5/9/2018,ANBO,147353255A,M,,70.7,48,Y,0,1800700117,pos,1328.00,18ARMI1430,captured  in QU 5/8,0,0,,
Blackrock-C,QU,5/16/2019,ANBO,152206102A,M,,70.61,48,Y,0,1902500130,pos,4794.69,,,0,0,,
Blackrock-C,QU,5/8/2018,ANBO,147338743A,M,,70.6,48,N,,,,,,,0,0,,
Blackrock-C,QU,5/5/2018,ANBO,147346134A,M,,69.9,48,N,,,,,,,0,0,,
Blackrock-C,QU,5/9/2019,ANBO,3277051,M,,69.65,48,Y,0,1902500040,pos,51855.43,19ARMI2050,,0,0,,
Blackrock-C,QU,5/21/2019,ANBO,3293618,M,,69.5,48,N,,,,,,,0,0,,
Blackrock-C,QU,5/7/2020,ANBO,74805125,M,,69.2,48,N,,,,,19ARMI2916,,0,0,,
Blackrock-C,ML,6/2/2020,ANBO,152205113A,M,,68.9,48,Y,0,1603600203,pos,664083.23,,"bulging throat, big leech, lots of lesions",1,0,,
Blackrock-C,QU,5/8/2018,ANBO,147345114A,M,,68.5,48,N,,,,,,,0,0,,
Blackrock-C,QU,5/30/2019,ANBO,3294038,M,,68.3,48,N,,,,,,,0,0,,
Blackrock-C,QU,5/9/2019,ANBO,152205716A,M,,67.94,48,Y,0,1902500031,pos,113072.24,,leech removed,1,0,,
Blackrock-C,QU,5/9/2019,ANBO,147344557A,M,,67.75,48,Y,0,1902500071,pos,82252.56,,,0,0,,
Blackrock-C,QU,5/16/2020,ANBO,70607009,M,,67.6,48,N,,,,,,,0,0,,
Blackrock-C,QU,5/26/2020,ANBO,152170394A,M,,67.5,48,N,,,,,,,0,0,,
Blackrock-C,QU,5/25/2019,ANBO,3798536,M,,67.3,48,N,,,,,,,0,0,,
Blackrock-C,QU,5/16/2019,ANBO,3274884,M,,67.04,48,Y,0,1902500131,pos,535.43,,,0,0,,
Blackrock-C,QU,5/8/2018,ANBO,147362132A,M,,66.6,48,N,,,,,,,0,0,,
Blackrock-C,QU,5/15/2018,ANBO,152126043A,M,,66.6,48,N,,,,,,,0,0,,
Blackrock-C,QU,5/8/2018,ANBO,147347453A,M,,64.8,48,N,,,,,,,0,0,,
Blackrock-C,QU,5/26/2020,ANBO,147358127A,M,,64.6,48,N,,,,,,,0,0,,
Blackrock-C,QU,5/7/2020,ANBO,3781102,M,,64,48,N,,,,,,,0,0,,
Blackrock-C,SP,5/27/2020,ANBO,3805788,M,,63.4,48,Y,1,1603600206,,,,,0,0,,
Blackrock-C,QU,5/6/2021,ANBO,75096271,M,,80.1,47.9,Y,0,2002200135,neg,0,,,0,0,,
Blackrock-C,QU,5/6/2021,ANBO,75092775,M,,77.1,47.9,Y,0,2002200137,neg,0,,,0,0,,
Blackrock-C,QU,5/3/2018,ANBO,147352625A,M,,66.9,47.7,Y,0,1800700390,pos,2901.67,18ARMI1439,,0,0,,
Blackrock-H,HE,5/18/2021,ANBO,3298601,M,,80.2,47.6,Y,0,2002200042,pos,368323.66,,,0,0,,
Blackrock-H,HE,5/18/2021,ANBO,3292582,M,,76.3,47.3,Y,0,2002200034,pos,1439.20,,,0,0,,
Blackrock-C,QU,5/5/2020,ANBO,3289629,M,,74.5,47.2,Y,1,1603700143,,,,,0,0,,
Blackrock-C,QU,5/15/2018,ANBO,147345114A,M,,76.1,47,N,,,,,,"red spot on right side of back, captured QU 5/8",1,0,,
Blackrock-C,SP,5/8/2018,ANBO,147364750A,M,,75.9,47,Y,0,1800700123,pos,6542.02,18ARMI1360,,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,152207007A,M,,74.7,47,N,,,,,,,0,0,,
Blackrock-C,ML,5/18/2018,ANBO,147351330A,M,,74.6,47,N,,,,,,,0,0,,
Blackrock-H,HE,5/28/2019,ANBO,3291554,M,,74.5,47,Y,0,1902500181,pos,57358.03,,leeches,1,0,,
Blackrock-C,QU,5/12/2019,ANBO,152205350A,M,,74.45,47,Y,0,1902500086,pos,193.97,,,0,0,,
Blackrock-C,QU,5/16/2019,ANBO,3295787,M,,73.88,47,Y,0,1902500124,pos,542.04,,,0,0,,
Blackrock-C,ML,5/22/2018,ANBO,152205106A,M,,73,47,N,,,,,,,0,0,,
Blackrock-C,SP,5/22/2018,ANBO,152205107A,M,,72.3,47,Y,0,1800900053,pos,3940290.34,18ARMI1440,,0,0,,
Blackrock-H,HE,5/28/2020,ANBO,3779783,M,,71.8,47,Y,0,1603600185,pos,260194.06,19ARMI2099,"Stubby missing right hindleg, red on belly and pink on toes",1,0,,
Blackrock-C,QU,5/16/2019,ANBO,3304007,M,,71.65,47,Y,0,1902500146,pos,137778.10,,,0,0,,
Blackrock-H,HE,5/28/2020,ANBO,152125420A,M,,71.6,47,Y,0,1603600188,pos,28448.95,,,0,0,,
Blackrock-C,QU,5/25/2019,ANBO,152205014A,M,,71.1,47,N,,,,,,,0,0,,
Blackrock-C,QU,5/15/2018,ANBO,147335693A,M,,70.9,47,N,,,,,,,0,0,,
Blackrock-C,QU,5/7/2020,ANBO,75045533,M,,70.9,47,N,,,,,19ARMI2086,,0,0,,
Blackrock-C,QU,5/6/2019,ANBO,3316321,M,,70.88,47,Y,0,1902500012,neg,0,19ARMI2069,,0,0,,
Blackrock-C,QU,5/26/2020,ANBO,3799003,M,,70.6,47,Y,0,1603600224,pos,418095.49,,,0,0,,
Blackrock-H,HE,5/31/2018,ANBO,152134033A,M,,70.5,47,Y,0,1800700029,neg,0,,,0,0,,
Blackrock-C,QU,5/6/2019,ANBO,147367363A,M,,70.47,47,Y,0,1902500029,neg,0,,already had toe clipped,0,0,,
Blackrock-C,ML,5/22/2018,ANBO,147349443A,M,,70.4,47,N,,,,,,"captured QU 5/3, 5/5, and 5/15",0,0,,
Blackrock-C,QU,5/30/2019,ANBO,147335762A,M,,70.2,47,N,,,,,,,0,0,,
Blackrock-C,QU,5/16/2019,ANBO,152205685A,M,,70.16,47,Y,0,1902500163,pos,2089.31,,,0,0,,
Blackrock-C,QU,5/16/2019,ANBO,151548222A,M,,69.76,47,Y,0,1902500127,pos,56159.07,,,0,0,,
Blackrock-C,OX,6/6/2019,ANBO,101330586,M,,69.4,47,Y,0,1902500235,pos,19318.31,,"labeled as OX, correct?",0,0,,
Blackrock-C,ML,6/2/2020,ANBO,3004355,M,,69.3,47,Y,0,1603600199,pos,196636.33,,,0,0,,
Blackrock-C,QU,5/7/2020,ANBO,147339143A,M,,68.8,47,N,,,,,,,0,0,,
